name,number,raw_data_subfolder,source,position,trigger,anode,cathode,shield,livetime,corrected_livetime,events,corrected_events,processed,category,comment,,,
xe100_100927_0947,1009270947,run_10,LED,other,EXT,,,closed,,,100000,,,,"F1 4.50, F2 4.75V, 4us, anode and cathode off, no recirc.",,,
xe100_100927_1101,1009271101,run_10,LED,other,EXT,,,closed,,,100000,,,,"F1 4.70, F2 4.85V, 4us, anode and cathode off, no recirc.",,,
xe100_100927_1204,1009271204,run_10,LED,other,EXT,,,closed,,,50000,,,,"F1 4.70, F2 4.85V, 4us, anode and cathode off, no recirc.",,,
xe100_100927_1245,1009271245,run_10,LED,other,EXT,4.5,,closed,,,50000,,,,"F1 4.70, F2 4.85V, 4us, anode on and cathode off, no recirc.",,,
xe100_100927_1307,1009271307,run_10,LED,other,EXT,4.5,15,closed,,,50000,,,,"F1 4.70, F2 4.85V, 4us, anode and cathode on, no recirc.",,,
xe100_100927_1324,1009271324,run_10,LED,other,EXT,4.5,16,closed,,,50000,,,,"F1 4.70, F2 4.85V, 4us, anode and cathode on, no recirc.",,,
xe100_100927_1403,1009271403,run_10,LED,other,EXT,4.5,16,closed,,,50000,,,,"F1 4.70, F2 4.85V, 4us, anode and cathode on, recirc. on",,,
xe100_100927_1615,1009271615,run_10,Cs137,red,S2,4.5,16,closed,2305.41,2305.4,100000,100000,0.4.2,,run10 lets rock n roll,,,
xe100_100927_1818,1009271818,run_10,Background,other,S2,4.5,16,closed,2809.91,2809.9,72154,72154,0.4.2,,recirc 4.77 slpm,,,
xe100_100927_1905,1009271905,run_10,Background,other,S2,4.5,16,closed,51563,51563,1122444,1122444,0.4.2,,recirc 4.77 slpm,,,
xe100_100928_1001,1009281001,run_10,Cs137,red,S2,4.5,16,closed,1933.46,1933.5,100000,100000,0.4.2,,run10 lets rock n roll,,,
xe100_100928_1117,1009281117,run_10,Background,other,S2,4.5,16,closed,1732.79,1732.8,58084,58084,0.4.2,,recirc 4.77 slpm,,,
xe100_100928_1147,1009281147,run_10,Background,other,S2,4.5,16,closed,11917.3,11917.3,273055,273055,0.4.2,,recirc 4.77 slpm,,,
xe100_100928_1516,1009281516,run_10,Background,other,S2,4.5,16,closed,288.596,288.6,8481,8481,0.4.2,,recirc 4.77 slpm, pmt171 off,,
xe100_100928_1828,1009281828,run_10,Background,other,S2,4.5,16,closed,57170.6,57170.6,886583,886583,0.4.2,,recirc 4.77 slpm, pmt171 off,,
xe100_100929_1720,1009291720,run_10,Cs137,red,S2,4.5,16,closed,4107.86,4107.9,100000,100000,0.4.2,,after fixing fan in fan out,,,
xe100_100929_1835,1009291835,run_10,Background,other,S2,4.5,16,closed,53639.5,53639.5,35916,35916,0.4.2,,recirc 4.77 slpm,,,
xe100_100930_1156,1009301156,run_10,LED,other,EXT,4.4,16,closed,512.384,,50000,,,,"F1 4.60, F2 4.7V, 4us",,,
xe100_100930_1238,1009301238,run_10,LED,other,EXT,4.5,16,closed,203.857,,20895,,,,"F1 4.65, F2 4.75V, 4us",,,
xe100_100930_1241,1009301241,run_10,LED,other,EXT,4.5,16,closed,524.546,,50000,,,,"F1 4.65, F2 4.75V, 4us",,,
xe100_100930_1307,1009301307,run_10,Cs137,red,S2,4.5,16,closed,4124.24,4124.2,100000,100000,0.4.2,,,,,
xe100_100930_1711,1009301711,run_10,Cs137,red,S2,4.5,16,closed,1390.11,1390.1,33606,33606,0.4.2,,s2 optim flowrec 4.6 (set2.7) lev3 7.1mm anode i-tripped,,,
xe100_100930_1749,1009301749,run_10,Cs137,red,S2,4.5,16,closed,1111.51,1111.5,27261,27261,0.4.2,,s2 optim flowrec 4.6 (set2.7) lev3 7.1mm after anode i -trip,,,
xe100_100930_1843,1009301843,run_10,Cs137,red,S2,4.5,16,closed,1175.79,1175.8,28501,28501,0.4.2,,"s2 optim flowrec 4.4 (set2.6) lev3 7.3mm after anode i -trip, anode i-triped again",,,
xe100_100930_1921,1009301921,run_10,Cs137,red,S2,4.5,16,closed,839.876,839.9,20689,20689,0.4.2,,s2 optim flowrec 4.4 (set2.6) lev3 7.3mm after anode i -trip,,,
xe100_100930_1939,1009301939,run_10,Background,other,S2,4.5,16,closed,7055.14,7055.1,4748,4748,0.4.2,,"recirc 4.4 slpm, anode I-trip",,,
xe100_100930_2143,1009302143,run_10,Background,other,S2,4.5,16,closed,59589.8,59589.8,48376,48376,0.4.2,,"recirc 4.4 slpm, after anode I-trip",,,
xe100_101001_1449,1010011449,run_10,Cs137,red,S2,4.5,16,closed,3717.2,3717.2,100000,100000,0.4.2,,s2 optim flowrec setpoint 2.68,,,
xe100_101001_1729,1010011729,run_10,Cs137,red,S2,4.5,16,closed,1777.9,1777.9,50000,50000,0.4.2,,s2 optim flowrec setpoint 2.72,,,
xe100_101001_1827,1010011827,run_10,Background,other,S2,4.5,16,closed,12151.2,12151.2,39491,39491,0.4.2,,SetPoint 2.72 slpm, started with high radon in the shield (>100 Bq/m3)anode i triped at ~19:15lt,,
xe100_101001_2211,1010012211,run_10,Background,other,S2,4.5,16,closed,43475.4,43475.4,116703,116703,0.4.2,,SetPoint 2.72 slpm after anode i-trip,,,
xe100_101002_1034,1010021034,run_10,Cs137,red,S2,4.5,16,closed,3806.05,3806.1,100000,100000,0.4.2,,s2 optim flowrec setpoint 2.72,,,
xe100_101002_1156,1010021156,run_10,Background,other,S2,4.5,16,closed,79021.7,79021.7,92395,92395,0.4.2,,SetPoint 2.72 slpm,,,
xe100_101003_0953,1010030953,run_10,Cs137,red,S2,4.5,16,closed,3957.67,3957.7,100000,100000,0.4.2,,s2 optim flowrec setpoint 2.72,,,
xe100_101003_1120,1010031120,run_10,Background,other,S2,4.5,16,closed,83052.8,83052.8,130601,130601,0.4.2,,SetPoint 2.72 slpm,,,
xe100_101004_1031,1010041031,run_10,LED,other,EXT,4.5,16,closed,494.926,,50000,,,,"F1 4.65, F2 4.80V, 4us",,,
xe100_101004_1042,1010041042,run_10,Cs137,red,S2,4.5,16,closed,3941.47,3941.5,100000,100000,0.4.2,,s2 optim flowrec setpoint 2.72,,,
xe100_101004_1226,1010041226,run_10,Background,other,S2,4.5,16,closed,78112,78112,61288,61288,0.4.2,,SetPoint 2.72 slpm,,,
xe100_101005_1007,1010051007,run_10,Cs137,red,S2,4.5,16,closed,4075.94,4075.9,100000,100000,0.4.2,,flowrec setpoint 2.72,,,
xe100_101005_1145,1010051145,run_10,Background,other,S2,4.5,16,closed,78621,78621,51560,51560,0.4.2,,SetPoint 2.72 slpm,,,
xe100_101006_0934,1010060934,run_10,Cs137,red,S2,4.5,16,closed,2013.87,2013.9,50000,50000,0.4.2,,flowrec setpoint 2.72 before fixing recirc. controller,,,
xe100_101006_1158,1010061158,run_10,Cs137,red,S2,4.5,16,closed,4014.21,4014.2,100000,100000,0.4.2,,"flowrec setpoint 2.72, after switching flowrec cont.",,,
xe100_101006_1426,1010061426,run_10,Background,other,S2,4.5,16,closed,71106.1,71106.1,46902,46902,0.4.2,,SetPoint 2.72 slpm,,,
xe100_101007_1023,1010071023,run_10,LED,other,EXT,4.5,16,closed,1018.51,,100000,,,,"F1 4.70, F2 4.80V, 4us",,,
xe100_101007_1055,1010071055,run_10,Cs137,red,S2,4.5,16,closed,4083.74,4083.7,100000,100000,0.4.2,,flowrec setpoint 2.72,,,
xe100_101007_1232,1010071232,run_10,Background,other,S2,4.5,16,closed,75944.3,75944.3,51202,51202,0.4.2,,SetPoint 2.72 slpm,,,
xe100_101008_0952,1010080952,run_10,LED,other,EXT,4.5,16,closed,1024.68,,100000,,,,"F1 4.70, F2 4.80V, 4us",,,
xe100_101008_1014,1010081014,run_10,Cs137,red,S2,4.5,16,closed,4083.88,4083.9,100000,100000,0.4.2,,flowrec setpoint 2.72,,,
xe100_101008_1158,1010081158,run_10,Background,other,S2,4.5,16,closed,12448.2,12448.2,10690,10690,0.4.2,,SetPoint 2.72 slpm, anode I-Tripped at the end of the run,,
xe100_101008_1537,1010081537,run_10,Background,other,S2,4.5,16,closed,75845.6,75845.6,83641,83641,0.4.2,,SetPoint 2.72 slpm anode i -tripped,,,
xe100_101009_1251,1010091251,run_10,Cs137,red,S2,4.5,16,closed,3997.54,3997.5,100000,100000,0.4.2,,flowrec setpoint 2.72,,,
xe100_101009_1433,1010091433,run_10,Background,other,S2,4.5,16,closed,67670,67670,46895,46895,0.4.2,,SetPoint 2.72 slpm higher Ra level in the shield,,,
xe100_101010_0918,1010100918,run_10,Cs137,red,S2,4.5,16,closed,4124.27,4124.3,100000,100000,0.4.2,,,,,
xe100_101010_1123,1010101123,run_10,Background,other,S2,4.5,16,closed,255957,255957,161614,161614,0.4.2,,Anode I-Trip around 3am,,,
xe100_101013_1249,1010131249,run_10,Background,other,S2,3,16,closed,75164.2,75164.2,45232,45232,0.4.2,,Low anode (unstable) increased to 3.2 during the run. Anode I-Tripped,,,
xe100_101014_1217,1010141217,run_10,Cs137,red,S2,2.5,16,closed,4081.38,4081.4,100000,100000,0.4.2,,,,,
xe100_101014_1326,1010141326,run_10,LED,other,EXT,2.5,16,closed,1060.47,,100000,,,,"F1 4.70, F2 4.80V, 4us",,,
xe100_101014_1507,1010141507,run_10,Background,other,S2,2.5,16,closed,240894,240894,151870,151870,0.4.2,,,,,
xe100_101017_0949,1010170949,run_10,Cs137,red,S2,2.5,16,closed,4103.56,4103.6,100000,100000,0.4.2,,,,,
xe100_101017_1101,1010171101,run_10,LED,other,EXT,2.5,16,closed,1011.9,,100000,,,,"F1 4.70, F2 4.80V, 4us",,,
xe100_101017_1239,1010171239,run_10,Background,other,S2,4.5,16,closed,10932.4,10932.4,6995,6995,0.4.2,,,,,
xe100_101017_1616,1010171616,run_10,Background,other,S2,4.5,16,closed,64741.9,64741.9,41024,41024,0.4.2,,,,,
xe100_101018_1025,1010181025,run_10,Cs137,red,S2,2.2,16,closed,4117.43,4117.4,100000,100000,0.4.2,,,,,
xe100_101018_1135,1010181135,run_10,LED,other,EXT,2.2,16,closed,1046.82,,100000,,,,"F1 4.70, F2 4.80V, 4us",,,
xe100_101018_1154,1010181154,run_10,Background,other,S2,2.2,16,closed,78715.4,78715.4,50090,50090,0.4.2,,,,,
xe100_101019_0943,1010190943,run_10,Cs137,red,S2,2.2,16,closed,4073.3,4073.3,100000,100000,0.4.2,,,,,
xe100_101019_1054,1010191054,run_10,LED,other,EXT,2.2,16,closed,1010.66,,100000,,,,"F1 4.70, F2 4.80V, 4us",,,
xe100_101019_1112,1010191112,run_10,Background,other,S2,2.2,16,closed,19237.4,19237.4,12686,12686,0.4.2,,,,,
xe100_101019_1639,1010191639,run_10,Background,other,S2,2.2,16,closed,2021.1,2021.1,1243,1243,0.4.2,,"Trigger Test, Discr output in PMT 235",,,
xe100_101019_1719,1010191719,run_10,Other,red,S2,2.2,16,closed,1914.4,1914.4,46572,46572,0.4.2,,"Trigger Test, Discr output in PMT 235",,,
xe100_101019_1830,1010191830,run_10,Background,other,S2,2.2,16,closed,60143,60143,38211,38211,0.4.2,,"Trigger Test, Discr output in PMT 235",,,
xe100_101020_1129,1010201129,run_10,Background,other,S2,2.2,16,closed,187257,187257,116624,116624,0.4.2,,,,,
xe100_101022_1536,1010221536,run_10,Cs137,red,S2,2.2,16,closed,4105.69,4105.7,100000,100000,0.4.2,,,,,
xe100_101022_1649,1010221649,run_10,Background,other,S2,2.2,16,closed,83526.1,83526.1,51782,51782,0.4.2,,Heater problem at 12:50. Recirculation changed at 14:15.,,,
xe100_101023_1658,1010231658,run_10,Cs137,red,S2,2.2,16,closed,4095.18,4095.2,100000,100000,0.4.2,,,,,
xe100_101023_1808,1010231808,run_10,Background,other,S2,2.2,16,closed,83873.7,83873.7,51273,51273,0.4.2,,,,,
xe100_101024_1722,1010241722,run_10,Background,other,S2,2.2,16,closed,80054.5,80054.5,48915,48915,0.4.2,,,,,
xe100_101025_1533,1010251533,run_10,Background,other,S2,2.2,16,closed,34533.2,34533.2,20769,20769,0.4.2,,,,,
xe100_101026_0110,1010260110,run_10,Cs137,red,S2,2.2,16,closed,4121.12,4121.1,100000,100000,0.4.2,,,,,
xe100_101026_0231,1010260231,run_10,Background,other,S2,2.2,16,closed,50858.1,50858.1,30859,30859,0.4.2,,,,,
xe100_101026_1640,1010261640,run_10,Cs137,red,S2,2.2,16,closed,4107.72,4107.7,100000,100000,0.4.2,,,,,
xe100_101026_1751,1010261751,run_10,Background,other,S2,2.2,16,closed,82627.3,82627.3,65227,65227,0.4.2,,,,,
xe100_101027_1645,1010271645,run_10,LED,other,EXT,2.2,16,closed,1055.68,,100000,,,,"F1 4.70, F2 4.80V, 4us",,,
xe100_101027_1748,1010271748,run_10,Background,other,S2,2.2,16,closed,74921.3,74921.3,45165,45165,0.4.2,,,,,
xe100_101028_1433,1010281433,run_10,Background,other,S2,2.2,16,closed,75432,75432,45896,45896,0.4.2,,,,,
xe100_101029_1129,1010291129,run_10,Cs137,red,S2,2.2,16,closed,4115.53,4115.5,100000,100000,0.4.2,,,,,
xe100_101029_1249,1010291249,run_10,Background,other,S2,2.2,16,closed,94670.1,94670.1,57583,57583,0.4.2,,,,,
xe100_101030_1503,1010301503,run_10,Background,other,S2,2.2,16,closed,69601.6,69601.6,41912,41000,0.4.2,,,,,
xe100_101031_1733,1010311733,run_10,Background,other,S2,2.2,16,closed,73791.5,73791.5,44519,44519,0.4.2,,,,,
xe100_101101_1400,1011011400,run_10,Background,other,S2,2.2,16,closed,88637.3,88637.3,53819,53819,0.4.2,,,,,
xe100_101102_1439,1011021439,run_10,Cs137,red,S2,2.2,16,closed,4156.43,4156.4,100000,100000,0.4.2,,,,,
xe100_101102_1616,1011021616,run_10,Background,other,S2,2.2,16,closed,80960.6,80960.6,48927,48927,0.4.2,,,,,
xe100_101103_1447,1011031447,run_10,LED,other,EXT,2.2,16,closed,984.337,,100000,,,,"F1 4.65, F2 4.80V, 4us",,,
xe100_101103_1508,1011031508,run_10,Background,other,S2,2.2,16,closed,76468.4,76468.4,46069,46069,0.4.2,,,,,
xe100_101104_1218,1011041218,run_10,Background,other,S2,2.2,16,closed,96218.9,96218.9,58051,58051,0.4.2,,,,,
xe100_101105_1503,1011051503,run_10,Cs137,red,S2,2.2,16,closed,4073.87,4073.9,100000,100000,0.4.2,,,,,
xe100_101105_1620,1011051620,run_10,Background,other,S2,2.2,16,closed,173012,173012,104499,104499,0.4.2,,,,,
xe100_101107_1619,1011071619,run_10,Background,other,S2,2.2,16,closed,84714.5,84714.5,51765,51765,0.4.2,,,,,
xe100_101108_1551,1011081551,run_10,Background,other,S2,2.2,16,closed,66837.3,66837.3,40753,40753,0.4.2,,,,,
xe100_101109_1033,1011091033,run_10,Th232,other,S2,2.2,16,closed,3710.24,3710.2,250000,250000,0.4.2,,low anode voltage,,,
xe100_101109_1146,1011091146,run_10,Cs137,red,S2,2.2,16,closed,4090.93,4090.9,100000,100000,0.4.2,,,,,
xe100_101109_1258,1011091258,run_10,Background,other,S2,2.2,16,closed,19203.1,19203.1,11980,11980,0.4.2,,,,,
xe100_101109_1822,1011091822,run_10,Co60,red,S2,2.2,16,closed,2426.22,2426.2,250000,250000,0.4.2,,no he veto,,,
xe100_101109_2045,1011092045,run_10,Co60,red,S2,2.2,16,closed,2438.88,2438.9,250000,250000,0.4.2,,no he veto,,,
xe100_101109_2155,1011092155,run_10,Co60,red,S2,2.2,16,closed,2431.54,2431.5,250000,250000,0.4.2,,no he veto,,,
xe100_101109_2309,1011092309,run_10,Co60,red,S2,2.2,16,closed,2435.36,2435.4,250000,250000,0.4.2,,"no he veto, all xml settings like for cs137",,,
xe100_101110_1230,1011101230,run_10,LED,other,EXT,2.2,16,closed,1032.49,,100000,,,,"F1 4.65, F2 4.80V, 4us; 2:20h after Co60 removed; before ramping up the anode",,,
xe100_101110_1254,1011101254,run_10,Cs137,red,S2,2.2,16,closed,4123.29,4123.3,100000,100000,0.4.2,,before ramping up anode,,,
xe100_101113_1656,1011131656,run_10,Cs137,red,S2,3,16,closed,4099.04,4099,100000,100000,0.4.2,,S2 width check: anode 3.0kV,,,
xe100_101113_1908,1011131908,run_10,Cs137,red,S2,3.5,16,closed,4104.88,4104.9,100000,100000,0.4.2,,S2 width check: anode 3.5kV,,,
xe100_101113_2057,1011132057,run_10,Cs137,red,S2,4,16,closed,4126.23,4126.2,100000,100000,0.4.2,,S2 width check: anode 4.0kV,,,
xe100_101114_0035,1011140035,run_10,Cs137,red,S2,2.5,16,closed,4128.07,4128.1,100000,100000,0.4.2,,S2 width check: anode 2.5kV,,,
xe100_101114_1801,1011141801,run_10,Cs137,red,S2,4,16,closed,4133.29,4133.3,100000,100000,0.4.2,,flowrate 4.92slpm, anode 4.0kV,,
xe100_101114_1936,1011141936,run_10,Cs137,red,S2,4.5,16,closed,4101.02,4101,100000,100000,0.4.2,,flowrate 4.92slpm, anode 4.5kV,,
xe100_101114_2120,1011142120,run_10,Cs137,red,S2,3,16,closed,4110.58,4110.6,100000,100000,0.4.2,,flowrate 4.92slpm, anode 3.0kV,,
xe100_101114_2246,1011142246,run_10,Cs137,red,S2,3.5,16,closed,4119.27,4119.3,100000,100000,0.4.2,,flowrate 4.92slpm, anode 3.5kV,,
xe100_101115_0002,1011150002,run_10,Cs137,red,S2,2.5,16,closed,4071.07,4071.1,100000,100000,0.4.2,,flowrate 4.92slpm, anode 2.5kV,,
xe100_101115_1541,1011151541,run_10,Cs137,red,S2,4,16,closed,4122.05,4122.1,100000,100000,0.4.2,,flowrate 5.28slpm, anode 4.0kV,,
xe100_101115_1759,1011151759,run_10,Cs137,red,S2,4.5,16,closed,4149.43,4149.4,100000,100000,0.4.2,,"flowrate 5.28slpm; anode 4.5kV, tripped at the very end of the run",,,
xe100_101116_0015,1011160015,run_10,Cs137,red,S2,4.5,16,closed,4163.88,4163.9,100000,100000,0.4.2,,flowrate 5.28slpm, anode 4.5kV,,
xe100_101117_0947,1011170947,run_10,Cs137,red,S2,4.5,16,closed,4137.33,4137.3,100000,100000,0.4.2,,flowrate 5.28slpm, anode 4.5kV,,
xe100_101117_1452,1011171452,run_10,Background,other,S2,4.5,16,closed,30157.4,30157.4,18945,18945,0.4.2,,Anode I-trip at 11pm (LNGS time) after about 13 hours,,,
xe100_101117_2330,1011172330,run_10,Background,other,S2,4.5,16,closed,35066.3,,21181,,0.4.2,,Anode I-Trip at about 5am.Resumed at 8.30 am,,,
xe100_101118_0925,1011180925,run_10,LED,other,EXT,4.5,16,closed,1064.99,,100000,,,,"F1 4.65, F2 4.80V, 4us",,,
xe100_101118_1543,1011181543,run_10,Background,other,S2,4.5,16,closed,9385.43,9385.4,6049,6049,0.4.2,,After Cryostat Vacuum Pump changing (I-trip at 5:20pm and at the end),,,
xe100_101118_1821,1011181821,run_10,Background,other,S2,4.5,16,closed,3100.92,3100.9,2785,2785,0.4.2,,"Anode I-trip at the end (with big spike in DAQ rate, same time)",,,
xe100_101118_2024,1011182024,run_10,Background,other,S2,4.2,16,closed,44132,44132,24952,24952,0.4.2,,Anode I-Trip at 10:30 pm LNGS time,,,
xe100_101119_1006,1011191006,run_10,Cs137,red,S2,4.5,16,closed,4102.95,4102.9,100000,100000,0.4.2,,flowrate 5.28slpm, anode 4.5kV, after vacuum pump changing,
xe100_101119_1144,1011191144,run_10,Cs137,black,S2,4.5,16,closed,4982.04,4982,100000,100000,0.4.2,,flowrate 5.28slpm, anode 4.5kV, a day after vacuum pump changing,
xe100_101119_1540,1011191540,run_10,Background,other,S2,4.5,16,closed,2369.63,2369.6,1308,1308,0.4.2,,anode I-trip (no spike in the DAQ rate),,,
xe100_101119_2239,1011192239,run_10,Background,other,S2,4.5,16,closed,45988.4,45988.4,28261,28261,0.4.2,,Anode I-Trip after 11 hours,,,
xe100_101120_1213,1011201213,run_10,Background,other,S2,4.5,16,closed,21015.2,21015.2,13033,13033,0.4.2,,,,,
xe100_101120_1804,1011201804,run_10,Cs137,red,S2,4.5,16,closed,4146.83,4146.8,100000,100000,0.4.2,,last Cs run with these settings (flowrate 5.28slpm, anode 4.5kV,),
xe100_101121_0744,1011210744,run_10,Cs137,red,S2,4.5,16,closed,4104.3,4104.3,100000,100000,0.4.2,,first Cs run after recirc.flow changing (flowrate 4.60slpm, setpoint 2.70, anode 4.5kV,)
xe100_101121_1510,1011211510,run_10,Cs137,black,S2,4.5,16,closed,4972.83,4972.8,100000,100000,0.4.2,,Cs run (flowrate 4.60slpm, anode 4.5kV,),
xe100_101121_1651,1011211651,run_10,Background,other,S2,4.5,16,closed,31580,31580,19418,19418,0.4.2,,Anode I-trip at 1AM LNGS time,,,
xe100_101124_1113,1011241113,run_10,LED,other,EXT,4.2,16,closed,991.014,,100000,,,,"F1 4.65, F2 4.80V, 4us Anode voltage changing from 4.1 to 4.3 during data",,,
xe100_101124_1243,1011241243,run_10,Cs137,white,S2,4.5,16,closed,4668.95,4668.9,100000,100000,0.4.2,,"Cs run (FR 4.6slpm) posible anode HV ch2 i-trip no time inf, pmt02 triped",,,
xe100_101124_2010,1011242010,run_10,Background,other,S2,4,16,closed,17459.6,,12501,,,,I-trip at 0:45AM LNGS time,,,
xe100_101125_0308,1011250308,run_10,Background,other,S2,4,16,closed,21462.8,21462.8,13219,13219,0.4.2,,last 2 min turning down cathode to 15.2kV,,,
xe100_101125_1314,1011251314,run_10,Cs137,red,S2,4,,closed,3892.27,3892.3,100000,100000,0.4.2,,"S2 triggered S1 Cs spectrum, 4 h after turning down cathode",,,
xe100_101125_2057,1011252057,run_10,Cs137,red,S2,4,,closed,3924.93,3924.9,100000,100000,0.4.2,,"S2 triggered S1 Cs spectrum, 11h after cathode down",,,
xe100_101125_2245,1011252245,run_10,Cs137,red,S2,4,,closed,3912.7,3912.7,100000,100000,0.4.2,,"S2 triggered S1 Cs spectrum, 13h after cathode down",,,
xe100_101126_1207,1011261207,run_10,Cs137,red,S2,2.2,16,closed,3290.25,3290.2,69144,69144,0.4.2,,all around,,,
xe100_101126_1511,1011261511,run_10,Cs137,red,S2,2.2,16,closed,4243.14,4243.1,71677,71677,0.4.2,,"covering anode SetFl 1.5 MeasF2.55slpm, lev3 10.15mm all around",,,
xe100_101126_1718,1011261718,run_10,Cs137,red,S2,2.2,16,closed,4621.98,4622,100000,100000,0.4.2,,"covering anode SetFl 1.8 MeasF3slpm, lev3 9.53mm all around",,,
xe100_101126_1859,1011261859,run_10,Th232,other,S2,2.2,16,closed,2546.39,2546.4,164481,164481,0.4.2,,"low anode voltage, anode covered with LXe SetFl 1.5slpm lev3~10.15mm",,,
xe100_101127_0857,1011270857,run_10,Th232,other,S2,3,16,closed,2433.24,2433.2,155378,155378,0.4.2,,"low anode voltage, anode covered with LXe SetFl 1.5slpm lev3~10.15mm",,,
xe100_101128_1550,1011281550,run_10,Th232,other,S2,3,16,closed,2776.93,2776.9,179050,179050,0.4.2,,"low anode voltage, anode covered with LXe SetFl 1.4slpm lev3~10.36mm",,,
xe100_101129_1122,1011291122,run_10,Th232,other,S2,3,16,closed,3165.04,3165,203767,203767,0.4.2,,"low anode voltage, anode covered with LXe SetFl 1.2slpm lev3~10.7mm",,,
xe100_101130_1642,1011301642,run_10,Th232,other,S2,4.5,16,closed,3879,3879,250000,250000,0.4.2,,"low anode voltage, anode covered with LXe SetFl 0.1slpm lev3~11.7mm",,,
xe100_101201_0905,1012010905,run_10,LED,other,EXT,4.5,16,closed,1040.83,,100000,,,,"Dark Count meausurm. no led pulse, recirculation stopped, level 3 11.8mm",,,
xe100_101201_0952,1012010952,run_10,LED,other,EXT,4.5,16,closed,1042.22,,100000,,,,"F1 4.65, F2 4.80V, 4us, recirculation stopped, level 3 11.8mm",,,
xe100_101201_1109,1012011109,run_10,Cs137,red,S2,4.5,16,closed,4373.55,4373.6,100000,100000,0.4.2,,"covering anode, recirculation stopped, lev3 11.8mm",,,
xe100_101201_1908,1012011908,run_10,Th232,other,S2,4.5,16,closed,3872.03,3872,250000,250000,0.4.2,,"low anode voltage, anode covered with LXe recirculation lev3~11.8mm",,,
xe100_101201_2128,1012012128,run_10,Th232,other,S2,4.5,16,closed,3864.93,3864.9,250000,250000,0.4.2,,"low anode voltage, anode covered with LXe recirculation lev3~11.8mm",,,
xe100_101202_1612,1012021612,run_10,Cs137,red,S2,4.5,16,closed,4179.31,4179.3,100000,100000,0.4.2,,"recirculation set at 2.7slpm, lev3 7.1mm",,,
xe100_101203_0022,1012030022,run_10,Background,other,S2,4.5,16,closed,25860.9,25860.9,16109,16109,0.4.2,,"flow set 2.7 slpm, level3 7.1mm, anode I-trip at 5:45 LNGS time",,,
xe100_101203_1235,1012031235,run_10,Background,other,S2,4.5,16,closed,6254.55,6254.6,3920,3920,0.4.2,,"while changing limit in leakage current, flow set 2.7 slpm, level3 7.06mm, I-tripp at 2:15 LNGS",,,
xe100_101203_1446,1012031446,run_10,Background,other,S2,4.5,16,closed,10545.5,10545.5,6477,6477,0.4.2,,"while changing limit in leakage current, flow set 2.7 slpm, level3 7.06mm",,,
xe100_101203_2035,1012032035,run_10,Cs137,red,S2,3.4,16,closed,4083.81,4083.8,100000,100000,0.4.2,,"recirculation set at 2.7slpm, lev3 7.1mm",,,
xe100_101204_1815,1012041815,run_10,Cs137,red,S2,3.9,16,closed,4061.1,4061.1,100000,100000,0.4.2,,"recirculation set at 2.7slpm, lev3 7.1mm",,,
xe100_101205_1946,1012051946,run_10,Cs137,red,S2,4.2,16,closed,4074.3,4074.3,100000,100000,0.4.2,,"recirculation set at 2.7slpm, lev3 7.1mm",,,
xe100_101206_1907,1012061907,run_10,Cs137,red,S2,4.05,16,closed,4097.93,4097.9,100000,100000,0.4.2,,"recirculation set at 2.7slpm, lev3 7.1mm",,,
xe100_101207_1921,1012071921,run_10,Cs137,red,S2,4.1,16,closed,4075.77,4075.8,100000,100000,0.4.2,,"recirculation set at 2.7slpm, lev3 7.1mm",,,
xe100_101208_2049,1012082049,run_10,Cs137,red,S2,4,16,closed,4084.16,4084.2,100000,100000,0.4.2,,"recirculation set at 2.7slpm, lev3 7.1mm",,,
xe100_101209_1435,1012091435,run_10,LED,other,EXT,4,16,closed,1014.81,,100000,,,,"F1 4.65, F2 4.80V, 4us, level 7.1 mm",,,
xe100_101209_1554,1012091554,run_10,Cs137,red,S2,4,16,closed,2039.45,2039.5,50000,50000,0.4.2,,"recirculation set at 2.6slpm, lev3 7.35 mm",,,
xe100_101209_1731,1012091731,run_10,Cs137,red,S2,4,16,closed,2048.1,2048.1,50000,50000,0.4.2,,"recirculation set at 2.5slpm, lev3 7.60 mm",,,
xe100_101209_1919,1012091919,run_10,Cs137,red,S2,4,16,closed,4098.9,4098.9,100000,100000,0.4.2,,"recirculation set at 2.8slpm, lev3 6.85 mm",,,
xe100_101210_1109,1012101109,run_10,Cs137,red,S2,4,16,closed,2038.57,2038.6,50000,50000,0.4.2,,"recirculation set at 2.1slpm, lev3 8.7 mm",,,
xe100_101210_1354,1012101354,run_10,Cs137,red,S2,4,16,closed,2044.89,2044.9,50000,50000,0.4.2,,"recirculation set at 2.3slpm, lev3 8.20 mm",,,
xe100_101210_2017,1012102017,run_10,Cs137,red,S2,4,16,closed,4107.92,4107.9,100000,100000,0.4.2,,"recirculation set at 3.1 slpm, lev3 5.90 mm",,,
xe100_101211_1102,1012111102,run_10,Cs137,red,S2,4,16,closed,2046.33,2046.3,50000,50000,0.4.2,,"recirculation set at 3.0 slpm, lev3 6.20 mm",,,
xe100_101211_1242,1012111242,run_10,Cs137,red,S2,4,16,closed,2046.84,2046.8,50000,50000,0.4.2,,"recirculation set at 2.9 slpm, lev3 6.50 mm",,,
xe100_101213_1459,1012131459,run_10,Cs137,red,S2,4,16,closed,2050.79,2050.8,50000,50000,0.4.2,,"recirculation set at 2.9 slpm, lev3 6.55 mm",,,
