name,number,raw_data_subfolder,source,position,trigger,anode,cathode,shield,livetime,corrected_livetime,events,corrected_events,processed,category,comment,,,
xe100_110629_0027,1106290027,run_10,Th232,around,S1,4.4,16,closed,12385.8,12385.8,500000,500000,0.4.5,standard,neutron detector on the shield with co57-1,,,
xe100_110629_0444,1106290444,run_10,Th232,around,S1,4.4,16,closed,12274.7,12274.7,500000,500000,0.4.5,standard,neutron detector on the shield with co57-1,,,
xe100_110629_0858,1106290858,run_10,Th232,around,S1,4.4,16,closed,12257.5,12257.5,500000,500000,0.4.5,standard,"neutron detector on the shield with co57-1, people moving around and dismounting n.d.",,,
xe100_110629_1519,1106291519,run_10,Th232,around,S1,4.4,16,closed,87.6491,87.6,3691,3691,0.4.5,standard,neutron detector on the shield with co57-1,,,
xe100_110629_1813,1106291813,run_10,Dark Matter,other,S1,4.4,16,closed,73473.4,72561.7,202448,52469,0.4.5,standard,,,,
xe100_110701_1045,1107011045,run_10,Co60,black,S1,4.4,16,closed,12208.1,12208.1,500000,500000,0.4.5,standard,HE veto,,,
xe100_110701_1503,1107011503,run_10,Co60,black,S1,4.4,16,closed,8441.27,8441.3,348708,348708,0.4.5,standard,HE veto,,,
xe100_110704_1631,1107041631,run_10,Background,other,S1,4.4,16,closed,3746.91,3746.9,12429,12429,0.4.5,,"Majority Trigger 60/51, holfoff 1ms, data to check increased noise level",,,
xe100_110705_1004,1107051004,run_10,Background,other,S1,4.4,16,closed,3111.77,3111.8,119545,119545,0.4.5,,"Majority Trigger 60/51, holfoff 1ms, data to check increased noise level,DAQ rate",,,
xe100_110705_1544,1107051544,run_10,Background,other,S1,4.4,16,closed,9821.76,9821.8,25824,25824,0.4.5,,"Majority Trigger 60/51, holfoff 1ms, data to check increased noise level,DAQ rate",,,
xe100_110705_1832,1107051832,run_10,Background,other,S1,4.4,16,closed,52421.6,51510.4,145035,142729,0.4.5,,data to check possible cathode issues,,,
xe100_110706_0924,1107060924,run_10,Dark Matter,other,S1,4.4,16,closed,87307.9,87307.9,200043,56727,0.4.5,standard,,,,
xe100_110707_0942,1107070942,run_10,LED,other,EXT,4.4,16,closed,1048.11,,100000,,,,"F1 4.65V, F2 4.8, width 4us.",,,
xe100_110707_1015,1107071015,run_10,Cs137,red,S1,4.4,16,closed,1767.44,1767.4,50000,50000,0.4.5,standard,,,,
xe100_110707_1103,1107071103,run_10,Background,other,S1,4.4,16,closed,430.965,431,1000,1000,0.4.5,,Study of the waveforms,,,
xe100_110707_1113,1107071113,run_10,Dark Matter,other,S1,4.4,16,closed,81819.3,80907.4,189279,52505,0.4.5,standard,,,,
xe100_110708_0954,1107080954,run_10,Background,other,S1,4.4,16,closed,623.618,623.6,2000,2000,0.4.5,,Data to check background behaviour,,,
xe100_110708_1016,1107081016,run_10,Dark Matter,other,S1,4.4,16,closed,84200,83290.1,192412,53802,0.4.5,standard,,,,
xe100_110709_0938,1107090938,run_10,Background,other,S1,4.4,16,closed,1478.76,1478.8,2000,2000,0.4.5,,Data to check background behaviour,,,
xe100_110709_1016,1107091016,run_10,Dark Matter,other,S1,4.4,16,closed,72225.1,72225.1,128035,44980,0.4.5,standard,,,,
xe100_110710_0617,1107100617,run_10,Background,other,S1,4.4,16,closed,588.573,588.6,1006,1006,0.4.5,,Data to check background behaviour,,,
xe100_110710_0628,1107100628,run_10,Dark Matter,other,S1,4.4,16,closed,101123,101123,224987,70644,0.4.5,standard,,,,
xe100_110711_1034,1107111034,run_10,LED,other,EXT,4.4,16,closed,993.35,,100000,,,,"F1 4.65V, F2 4.8, width 4us.",,,
xe100_110711_1106,1107111106,run_10,Cs137,black,S1,4.4,16,closed,2140.29,2140.3,50000,50000,0.4.5,standard,,,,
xe100_110711_1253,1107111253,run_10,Dark Matter,other,S1,4.4,16,closed,24164.1,24164.1,51849,16919,0.4.5,standard,,,,
xe100_110711_1943,1107111943,run_10,Th232,around,S1,4.4,16,closed,12169.5,12169.5,500000,500000,0.4.5,standard,,,,
xe100_110711_2347,1107112347,run_10,Th232,around,S1,4.4,16,closed,12305.5,12305.5,500000,500000,0.4.5,standard,,,,
xe100_110712_0358,1107120358,run_10,Th232,around,S1,4.4,16,closed,12300.5,12300.5,500000,500000,0.4.5,standard,,,,
xe100_110712_0813,1107120813,run_10,Th232,around,S1,4.4,16,closed,3178.28,3178.3,128568,128568,0.4.5,standard,,,,
xe100_110712_1017,1107121017,run_10,Cs137,black,S1,4.4,16,closed,2044.18,2044.2,50000,50000,0.4.5,standard,,,,
xe100_110712_1134,1107121134,run_10,Dark Matter,other,S1,4.4,16,closed,84315.5,84315.5,183284,58773,0.4.5,standard,,,,
xe100_110713_1153,1107131153,run_10,Dark Matter,other,S1,4.4,16,closed,80555,79647.8,187288,55096,0.4.5,standard,,,,
xe100_110714_1015,1107141015,run_10,Dark Matter,other,S1,4.4,16,closed,24886.1,24886.1,73182,17598,0.4.5,standard,,,,
xe100_110714_1720,1107141720,run_10,Co60,white,S1,4.4,16,closed,10589.6,10589.6,500000,500000,0.4.5,standard,HE veto,,,
xe100_110714_2113,1107142113,run_10,Co60,white,S1,4.4,16,closed,10670.6,10670.6,500000,500000,0.4.5,standard,HE veto,,,
xe100_110715_0112,1107150112,run_10,Co60,white,S1,4.4,16,closed,10661,10661,500000,500000,0.4.5,standard,HE veto,,,
xe100_110715_1119,1107151119,run_10,Dark Matter,other,S1,4.4,16,closed,85859.1,85859.1,203724,59714,0.4.5,standard,,,,
xe100_110716_1115,1107161115,run_10,Dark Matter,other,S1,4.4,16,closed,85425.7,85425.7,221810,60321,0.4.5,standard,,,,
xe100_110717_1057,1107171057,run_10,Dark Matter,other,S1,4.4,16,closed,90681.5,89752.2,246083,64672,0.4.5,standard,,,,
xe100_110718_1317,1107181317,run_10,Dark Matter,other,S1,4.4,16,closed,5058.29,5058.3,29394,3821,0.4.5,standard,,,,
xe100_110718_1444,1107181444,run_10,LED,other,EXT,4.4,16,closed,1040.54,,100000,,,,"F1 4.65V, F2 4.8, width 4us.",,,
xe100_110718_1511,1107181511,run_10,Cs137,black,S1,4.4,16,closed,2187.58,2187.6,50000,50000,0.4.5,standard,,,,
xe100_110718_1713,1107181713,run_10,Background,other,S1,4.4,16,closed,2946.51,2946.5,7008,7008,0.4.5,,Data to check background behaviour,,,
xe100_110718_1807,1107181807,run_10,Th232,around,S1,4.4,16,closed,12227.1,12227.1,500000,500000,0.4.5,standard,,,,
xe100_110718_2224,1107182224,run_10,Th232,around,S1,4.4,16,closed,12337.2,12337.2,500000,500000,0.4.5,standard,,,,
xe100_110719_1117,1107191117,run_10,Dark Matter,other,S1,4.4,16,closed,86487.7,86487.7,242353,61824,0.4.5,standard,,,,
xe100_110720_1126,1107201126,run_10,Dark Matter,other,S1,4.4,16,closed,109119,109119,369979,83989,0.4.5,standard,,,,
xe100_110721_1747,1107211747,run_10,Co60,red,S1,4.4,16,closed,9456.04,8602.7,500000,450058,0.4.5,standard,HE veto,,,
xe100_110721_2152,1107212152,run_10,Co60,red,S1,4.4,16,closed,9929.25,9929.2,500000,500000,0.4.5,standard,HE veto,,,
xe100_110722_0142,1107220142,run_10,Co60,red,S1,4.4,16,closed,10139.6,10139.6,500000,500000,0.4.5,standard,HE veto,,,
xe100_110722_1042,1107221042,run_10,Dark Matter,other,S1,4.4,16,closed,83089.6,83089.6,222831,57797,0.4.5,standard,,,,
xe100_110723_0944,1107230944,run_10,Dark Matter,other,S1,4.4,16,closed,99412.9,98501.5,266884,69118,0.4.5,standard,,,,
xe100_110724_1338,1107241338,run_10,Dark Matter,other,S1,4.4,16,closed,75429.6,75429.6,189137,50659,0.4.5,standard,,,,
xe100_110725_1032,1107251032,run_10,Dark Matter,other,S1,4.4,16,closed,19780.7,19780.7,68123,14033,0.4.5,standard,,,,
xe100_110725_1605,1107251605,run_10,LED,other,EXT,4.4,16,closed,1029.76,,100000,,,,"F1 4.65V, F2 4.8, width 4us.",,,
xe100_110725_1714,1107251714,run_10,Cs137,white,S1,4.4,16,closed,1906,1906,50000,50000,0.4.5,standard,,,,
xe100_110725_1755,1107251755,run_10,Th232,around,S1,4.4,16,closed,11944.1,11944.1,500000,500000,0.4.5,standard,,,,
xe100_110725_2152,1107252152,run_10,Th232,around,S1,4.4,16,closed,12119.7,12119.7,500000,500000,0.4.5,standard,,,,
xe100_110726_0156,1107260156,run_10,Th232,around,S1,4.4,16,closed,12216,12216,500000,500000,0.4.5,standard,,,,
xe100_110726_1029,1107261029,run_10,Dark Matter,other,S1,4.4,16,closed,84941,84941,185686,54352,0.4.5,standard,,,,
xe100_110727_1000,1107271000,run_10,Dark Matter,other,S1,4.4,16,closed,13117.1,13117.1,22196,8177,0.4.5,standard,,,,
xe100_110727_1342,1107271342,run_10,Background,other,S1,4.4,16,closed,4921.49,4921.5,11561,11561,0.4.5,,Data to check background behaviour,,,
xe100_110727_1519,1107271519,run_10,Dark Matter,other,S1,4.4,16,closed,70709.9,70709.9,190781,47640,0.4.5,standard,,,,
xe100_110728_1736,1107281736,run_10,Co60,black,S1,4.4,16,closed,12438.9,11675.7,500000,466180,0.4.5,standard,HE veto,,,
xe100_110728_2143,1107282143,run_10,Co60,black,S1,4.4,16,closed,12565.9,12565.9,500000,500000,0.4.5,standard,HE veto,,,
xe100_110729_0155,1107290155,run_10,Co60,black,S1,4.4,16,closed,12561.3,12561.3,500000,500000,0.4.5,standard,HE veto,,,
xe100_110729_0615,1107290615,run_10,Co60,black,S1,4.4,16,closed,12169.6,12169.6,500000,500000,0.4.5,standard,HE veto,,,
xe100_110729_1126,1107291126,run_10,Dark Matter,other,S1,4.4,16,closed,110492,110492,274303,74815,0.4.5,standard,,,,
xe100_110730_1806,1107301806,run_10,Dark Matter,other,S1,4.4,16,closed,62956,62045.1,165126,40848,0.4.5,standard,,,,
xe100_110731_1137,1107311137,run_10,Dark Matter,other,S1,4.4,16,closed,101639,101639,251662,66138,0.4.5,standard,,,,
xe100_110801_1550,1108011550,run_10,LED,other,EXT,4.4,16,closed,1000.41,,100000,,,,"F1 4.65V, F2 4.8, width 4us.",,,
xe100_110801_1832,1108011832,run_10,Cs137,white,S1,4.4,16,closed,2016.69,2016.7,50000,50000,0.4.5,standard,,,,
xe100_110801_1929,1108011929,run_10,Th232,around,S1,4.4,16,closed,12353.4,12353.4,500000,500000,0.4.5,standard,,,,
xe100_110801_2332,1108012332,run_10,Th232,around,S1,4.4,16,closed,12340.7,12340.7,500000,500000,0.4.5,standard,,,,
xe100_110802_0338,1108020338,run_10,Th232,around,S1,4.4,16,closed,12408,12408,500000,500000,0.4.5,standard,,,,
xe100_110802_0748,1108020748,run_10,Th232,around,S1,4.4,16,closed,9200.46,9200.5,374922,374922,0.4.5,standard,,,,
xe100_110802_1215,1108021215,run_10,Dark Matter,other,S1,4.4,16,closed,86404.2,85492.2,280447,55660,0.4.5,standard,,,,
xe100_110803_1215,1108031215,run_10,Dark Matter,other,S1,4.4,16,closed,111583,110671,278505,70827,0.4.5,standard,,,,
xe100_110804_1923,1108041923,run_10,Background,other,S1,4.4,16,closed,1954.93,1954.9,3395,3395,0.4.5,,Data to check background behaviour,,,
xe100_110804_2035,1108042035,run_10,Co60,white,S1,4.4,16,closed,10695,10695,500000,500000,0.4.5,standard,HE veto,,,
xe100_110805_0016,1108050016,run_10,Co60,white,S1,4.4,16,closed,10832.7,10832.7,500000,500000,0.4.5,standard,HE veto,,,
xe100_110805_0406,1108050406,run_10,Co60,white,S1,4.4,16,closed,10891.4,10891.4,500000,500000,0.4.5,standard,HE veto,,,
xe100_110805_0806,1108050806,run_10,Co60,white,S1,4.4,16,closed,10997,10997,500000,500000,0.4.5,standard,HE veto,,,
xe100_110805_1531,1108051531,run_10,Dark Matter,other,S1,4.4,16,closed,86954.5,86954.5,221266,57612,0.4.5,standard,,,,
xe100_110806_1541,1108061541,run_10,Dark Matter,other,S1,4.4,16,closed,86243.9,84420.9,217736,55430,0.4.5,standard,,,,
xe100_110807_1609,1108071609,run_10,Dark Matter,other,S1,4.4,16,closed,85563.7,85563.7,390627,64886,0.4.5,standard,,,,
xe100_110808_1606,1108081606,run_10,LED,other,EXT,4.4,16,closed,1031.22,,100000,,,,"F1 4.65V, F2 4.8, width 4us.",,,
xe100_110808_1708,1108081708,run_10,Cs137,white,S1,4.4,16,closed,1806.67,1806.7,50000,50000,0.4.5,standard,,,,
xe100_110808_1804,1108081804,run_10,Th232,around,S1,4.4,16,closed,11924.2,11924.2,500000,500000,0.4.5,standard,,,,
xe100_110808_2156,1108082156,run_10,Th232,around,S1,4.4,16,closed,11963.1,11963.1,500000,500000,0.4.5,standard,,,,
xe100_110809_0150,1108090150,run_10,Th232,around,S1,4.4,16,closed,12095.5,12095.5,500000,500000,0.4.5,standard,,,,
xe100_110809_0550,1108090550,run_10,Th232,around,S1,4.4,16,closed,12103.3,12103.3,500000,500000,0.4.5,standard,,,,
xe100_110809_1134,1108091134,run_10,Dark Matter,other,S1,4.4,16,closed,104841,104841,372216,75878,0.4.5,standard,,,,
xe100_110810_1637,1108101637,run_10,Dark Matter,other,S1,4.4,16,closed,86884.1,86884.1,278480,62290,0.4.5,standard,,,,
xe100_110811_1658,1108111658,run_10,Co60,red,S1,4.4,16,closed,10263.6,9583.3,500000,464386,0.4.5,standard,HE veto,,,
xe100_110812_1035,1108121035,run_10,Background,other,S1,4,16,closed,2354.08,2354.1,3787,3787,0.4.5,,"Restart after anode I-trip. majority trigger. specamp int=1 diff=0.1, gain=50, disc 60/1. pmt177 off. Trigger fed in ch235",,,
xe100_110812_1115,1108121115,run_10,Dark Matter,other,S1,4.4,16,closed,100649,99737.2,189965,62120,0.4.5,standard,,,,
xe100_110813_1510,1108131510,run_10,Dark Matter,other,S1,4.4,16,closed,79415.4,78504.7,194139,52104,0.4.5,standard,,,,
xe100_110814_1312,1108141312,run_10,Dark Matter,other,S1,4.4,16,closed,85934.3,84112.5,219585,56829,0.4.5,standard,,,,
xe100_110815_1305,1108151305,run_10,LED,other,EXT,4.4,16,closed,1049.49,,100000,,,,"F1 4.65V, F2 4.8, width 4us.",,,
xe100_110815_1328,1108151328,run_10,Cs137,white,S1,4.4,16,closed,1902.59,1902.6,50000,50000,0.4.5,standard,,,,
xe100_110815_1416,1108151416,run_10,Th232,around,S1,4.4,16,closed,12211.5,12211.5,500000,500000,0.4.5,standard,,,,
xe100_110815_1754,1108151754,run_10,Th232,around,S1,4.4,16,closed,12337.5,12337.5,500000,500000,0.4.5,standard,,,,
xe100_110815_2135,1108152135,run_10,Th232,around,S1,4.4,16,closed,12276.9,12276.9,500000,500000,0.4.5,standard,,,,
xe100_110816_0121,1108160121,run_10,Th232,around,S1,4.4,16,closed,11875.7,11875.7,479419,479419,0.4.5,standard,,,,
xe100_110816_1242,1108161242,run_10,Dark Matter,other,S1,4.4,16,closed,91668.1,20717.5,180198,13150,0.4.5,standard,,,,
xe100_110817_1409,1108171409,run_10,Dark Matter,other,S1,4.4,16,closed,10347.3,10347.3,20749,7353,0.4.5,,,,,
xe100_110817_1749,1108171749,run_10,Dark Matter,other,S1,4.4,16,closed,87658.9,87658.9,153412,58335,0.4.5,,,,,
xe100_110818_1812,1108181812,run_10,Co60,red,S1,4.4,16,closed,10578,10578,500000,500000,0.4.5,standard,HE veto,,,
xe100_110818_2138,1108182138,run_10,Co60,red,S1,4.4,16,closed,10643.8,10643.8,500000,500000,0.4.5,standard,HE veto,,,
xe100_110819_0115,1108190115,run_10,Co60,red,S1,4.4,16,closed,10655.3,10655.3,500000,500000,0.4.5,standard,HE veto,,,
xe100_110819_0523,1108190523,run_10,Co60,red,S1,4.4,16,closed,6028.37,6028.4,286656,286000,0.4.5,standard,HE veto,,,
xe100_110819_1137,1108191137,run_10,Dark Matter,other,S1,4.4,16,closed,93630.8,93630.8,322498,66282,0.4.5,standard,,,,
xe100_110820_1335,1108201335,run_10,Background,other,S1,4,16,closed,1800.35,1800.3,4625,4625,0.4.5,,"Restart after anode I-trip. majority trigger. specamp int=1 diff=0.1, gain=50, disc 60/1. pmt177 off. Trigger fed in ch235",,,
xe100_110820_1407,1108201407,run_10,Dark Matter,other,S1,4.4,16,closed,76522.1,76522.1,167808,50473,0.4.5,standard,,,,
xe100_110821_1120,1108211120,run_10,Dark Matter,other,S1,4.4,16,closed,97932.2,97021.3,201086,64913,0.4.5,standard,,,,
xe100_110822_1437,1108221437,run_10,LED,other,EXT,4.4,16,closed,1015.67,,100000,,,,"F1 4.65V, F2 4.8, width 4us.",,,
xe100_110822_1501,1108221501,run_10,Cs137,red,S1,4.4,16,closed,1782.99,1783,50000,50000,0.4.5,standard,,,,
xe100_110822_1552,1108221552,run_10,Th232,around,S1,4.4,16,closed,12356.4,12356.4,500000,500000,0.4.5,standard,,,,
xe100_110822_1934,1108221934,run_10,Th232,around,S1,4.4,16,closed,12457.9,12457.9,500000,500000,0.4.5,standard,,,,
xe100_110822_2317,1108222317,run_10,Th232,around,S1,4.4,16,closed,12376.2,12376.2,500000,500000,0.4.5,standard,,,,
xe100_110823_0303,1108230303,run_10,Th232,around,S1,4.4,16,closed,12426.7,12426.7,500000,500000,0.4.5,standard,,,,
xe100_110823_1247,1108231247,run_10,Dark Matter,other,S1,4.4,16,closed,92817.9,92817.9,150528,58040,0.4.5,standard,,,,
xe100_110824_1432,1108241432,run_10,Dark Matter,other,S1,4.4,16,closed,97620.8,96709.2,221730,70992,0.4.5,,,,,
xe100_110825_1839,1108251839,run_10,Co60,black,S1,4.4,16,closed,12570,12570,497360,497360,0.4.5,standard,HE veto,,,
xe100_110825_2226,1108252226,run_10,Co60,black,S1,4.4,16,closed,12677.1,12677.1,500000,500000,0.4.5,standard,HE veto,,,
xe100_110826_0219,1108260219,run_10,Co60,black,S1,4.4,16,closed,12710.3,12710.3,500000,500000,0.4.5,standard,HE veto,,,
xe100_110826_0609,1108260609,run_10,Co60,black,S1,4.4,16,closed,12436.4,12436.4,478661,489000,0.4.5,standard,HE veto,,,
xe100_110826_1354,1108261354,run_10,Dark Matter,other,S1,4.4,16,closed,68971.9,21640.4,158633,14111,0.4.5,standard,,,,
xe100_110827_0904,1108270904,run_10,Dark Matter,other,S1,4.4,16,closed,88649.9,87739.2,179603,55545,0.4.5,standard,,,,
xe100_110828_0942,1108280942,run_10,Dark Matter,other,S1,4.4,16,closed,39961.7,39961.7,117854,27487,0.4.5,standard,,,,
xe100_110828_2049,1108282049,run_10,Dark Matter,other,S1,4.4,16,closed,63779.7,63779.7,137680,40891,0.4.5,standard,,,,
xe100_110829_1439,1108291439,run_10,LED,other,EXT,4.4,16,closed,1014.01,,100000,,,,"F1 4.65V, F2 4.8, width 4us.",,,
xe100_110829_1516,1108291516,run_10,Cs137,red,S1,4.4,16,closed,1788.53,1788.5,50000,50000,0.4.5,standard,,,,
xe100_110829_1554,1108291554,run_10,Th232,around,S1,4.4,16,closed,12496.6,12496.6,500000,500000,0.4.5,standard,,,,
xe100_110830_1057,1108301057,run_10,Dark Matter,other,S1,4.4,16,closed,81464.4,81464.4,138098,49941,0.4.5,standard,,,,
xe100_110831_0932,1108310932,run_10,Dark Matter,other,S1,4.4,16,closed,42672,42672,90507,27437,0.4.5,standard,,,,
xe100_110831_2122,1108312122,run_10,Dark Matter,other,S1,4.4,16,closed,69591,69591,115282,42634,0.4.5,standard,,,,
xe100_110901_1647,1109011647,run_10,Co60,white,S1,4.4,16,closed,11220.2,11220.2,500000,500000,0.4.5,standard,HE veto,,,
xe100_110901_2040,1109012040,run_10,Co60,white,S1,4.4,16,closed,11238.3,11238.3,500000,500000,0.4.5,standard,HE veto,,,
xe100_110902_0029,1109020029,run_10,Co60,white,S1,4.4,16,closed,11295.8,11295.8,500000,500000,0.4.5,standard,HE veto,,,
xe100_110902_0430,1109020430,run_10,Co60,white,S1,4.4,16,closed,11325.4,11325.4,500000,500000,0.4.5,standard,HE veto,,,
xe100_110902_1039,1109021039,run_10,Dark Matter,other,S1,4.4,16,closed,81447,81447,115014,48783,0.4.5,standard,,,,
xe100_110903_0914,1109030914,run_10,Dark Matter,other,S1,4.4,16,closed,41166.1,40258.5,57280,24106,0.4.5,standard,,,,
xe100_110903_2038,1109032038,run_10,Dark Matter,other,S1,4.4,16,closed,82693,80878.2,151784,50327,0.4.5,standard,,,,
xe100_110904_1933,1109041933,run_10,Dark Matter,other,S1,4.4,16,closed,67349.8,67349.8,161148,44412,0.4.5,standard,,,,
xe100_110905_1413,1109051413,run_10,LED,other,EXT,4.4,16,closed,1027.81,,100000,,,,"F1 4.65V, F2 4.8, width 4us.",,,
xe100_110905_1435,1109051435,run_10,Cs137,red,S1,4.4,16,closed,1759.55,1759.5,50000,50000,0.4.5,standard,,,,
xe100_110905_1511,1109051511,run_10,Co60,other,S1,4.4,16,closed,10931.6,10931.6,500000,500000,0.4.5,standard,"HE veto, Position at Red-Black",,,
xe100_110905_1900,1109051900,run_10,Co60,other,S1,4.4,16,closed,10906.5,10906.5,500000,500000,0.4.5,standard,"HE veto, Position at Red-Black",,,
xe100_110905_2303,1109052303,run_10,Co60,other,S1,4.4,16,closed,11062,11062,500000,500000,0.4.5,standard,"HE veto, Position at Red-Black",,,
xe100_110906_0308,1109060308,run_10,Co60,other,S1,4.4,16,closed,11061,11061,500000,500000,0.4.5,standard,"HE veto, Position at Red-Black",,,
xe100_110906_1211,1109061211,run_10,Dark Matter,other,S1,4.4,16,closed,76632.5,76632.5,140724,45906,0.4.5,standard,,,,
xe100_110907_0925,1109070925,run_10,Dark Matter,other,S1,4.4,16,closed,92821.6,92821.6,160432,57249,0.4.5,standard,,,,
xe100_110908_1239,1109081239,run_10,Co60,red,S1,4.4,16,closed,10756.9,10756.9,500000,500000,0.4.5,standard,HE veto,,,
xe100_110908_1632,1109081632,run_10,Co60,red,S1,4.4,16,closed,10834.6,10834.6,500000,500000,0.4.5,standard,HE veto,,,
xe100_110908_2038,1109082038,run_10,Co60,red,S1,4.4,16,closed,10849.2,10849.2,500000,500000,0.4.5,standard,HE veto,,,
xe100_110909_0036,1109090036,run_10,Co60,red,S1,4.4,16,closed,10910.3,10910.3,500000,500000,0.4.5,standard,HE veto,,,
xe100_110909_0456,1109090456,run_10,Co60,red,S1,4.4,16,closed,6700.57,6700.6,308051,308000,0.4.5,standard,HE veto,,,
xe100_110909_0831,1109090831,run_10,Co60,red,S1,4.4,16,closed,6610.09,6610.1,303977,303977,0.4.5,standard,HE veto,,,
xe100_110909_1133,1109091133,run_10,Dark Matter,other,S1,4.4,16,closed,75735.9,75735.9,139066,46164,0.4.5,standard,,,,
xe100_110910_0836,1109100836,run_10,Dark Matter,other,S1,4.4,16,closed,104534,104534,239649,64202,0.4.5,standard,,,,
xe100_110911_1352,1109111352,run_10,Dark Matter,other,S1,4.4,16,closed,100295,99385.4,186059,59046,0.4.5,standard,,,,
xe100_110912_1742,1109121742,run_10,LED,other,EXT,4.4,16,closed,1015.93,,100000,,,,"F1 4.65V, F2 4.8, width 4us.",,,
xe100_110912_1809,1109121809,run_10,Cs137,black,S1,4.4,16,closed,2189.5,2189.5,50000,50000,0.4.5,standard,,,,
xe100_110912_1856,1109121856,run_10,Th232,around,S1,4.4,16,closed,8572.52,7952.2,346712,321348,0.4.5,standard,,,,
xe100_110912_2142,1109122142,run_10,Th232,around,S1,4.4,16,closed,11989.3,11989.3,500000,500000,0.4.5,standard,,,,
xe100_110913_0141,1109130141,run_10,Th232,around,S1,4.4,16,closed,12258.6,12258.6,500000,500000,0.4.5,standard,,,,
xe100_110913_0544,1109130544,run_10,Th232,around,S1,4.4,16,closed,8769.82,8769.8,359304,359304,0.4.5,standard,,,,
xe100_110913_0840,1109130840,run_10,Th232,around,S1,4.4,16,closed,47.3409,47.3,452,452,0.4.5,standard,,,,
xe100_110913_0916,1109130916,run_10,Dark Matter,other,S1,4.4,16,closed,5555.15,5555.1,12978,3364,0.4.5,standard,,,,
xe100_110913_1050,1109131050,run_10,Dark Matter,other,S1,4.4,16,closed,84200.5,84200.5,162621,49964,0.4.5,standard,,,,
xe100_110914_1042,1109141042,run_10,Dark Matter,other,S1,4.4,16,closed,85651,85651,177964,51291,0.4.5,standard,,,,
xe100_110915_1026,1109151026,run_10,Dark Matter,other,S1,4.4,16,closed,21733.1,21733.1,41759,13521,0.4.5,standard,,,,
xe100_110915_1634,1109151634,run_10,Co60,black,S1,4.4,16,closed,12936,12936,500000,500000,0.4.5,standard,HE veto,,,
xe100_110916_0940,1109160940,run_10,Co60,black,S1,4.4,16,closed,5686.26,5251.1,221602,203177,0.4.5,standard,HE veto,,,
xe100_110916_1148,1109161148,run_10,Dark Matter,other,S1,4.4,16,closed,84590.1,84590.1,173978,50575,0.4.5,standard,,,,
xe100_110917_1114,1109171114,run_10,Dark Matter,other,S1,4.4,16,closed,77653.6,77653.6,123138,44679,0.4.5,standard,,,,
xe100_110918_0846,1109180846,run_10,Dark Matter,other,S1,4.4,16,closed,89294.3,88386.6,148648,50709,0.4.5,standard,,,,
xe100_110919_0932,1109190932,run_10,Dark Matter,other,S1,4.4,16,closed,27952,27952,44487,15775,0.4.5,standard,,,,
xe100_110919_1719,1109191719,run_10,LED,other,EXT,4.4,16,closed,1024.6,,100000,,,,"F1 4.65V, F2 4.8, width 4us.",,,
xe100_110919_1747,1109191747,run_10,Cs137,white,S1,4.4,16,closed,2022.8,2022.8,50000,50000,0.4.5,standard,,,,
xe100_110919_1833,1109191833,run_10,Th232,around,S1,4.4,16,closed,12520,12520,500000,500000,0.4.5,standard,,,,
xe100_110919_2238,1109192238,run_10,Th232,around,S1,4.4,16,closed,12602.3,12602.3,500000,500000,0.4.5,standard,,,,
xe100_110920_0247,1109200247,run_10,Th232,around,S1,4.4,16,closed,12713.1,12713.1,500000,500000,0.4.5,standard,,,,
xe100_110920_0658,1109200658,run_10,Th232,around,S1,4.4,16,closed,5519.7,5519.7,218627,218627,0.4.5,standard,,,,
xe100_110920_0933,1109200933,run_10,Dark Matter,other,S1,4.4,16,closed,94979.5,94979.5,148468,52796,0.4.5,standard,,,,
xe100_110921_1155,1109211155,run_10,Dark Matter,other,S1,4.4,16,closed,77555.5,39825.8,184508,30382,0.4.5,,first 90 raw data files rejected because of a raw data corruption,,,
xe100_110922_1046,1109221046,run_10,Background,other,S1,4.4,16,closed,20345.5,20345.5,86735,12776,0.4.5,,unusable because of noise problems, blinded background data,,
xe100_110922_1649,1109221649,run_10,Co60,black,S1,4.4,16,closed,4509.67,4509.7,500000,500000,0.4.5,standard,HE veto,,,
xe100_110922_1846,1109221846,run_10,Co60,black,S1,4.4,16,closed,3848.2,3848.2,500000,500000,0.4.5,standard,HE veto,,,
xe100_110922_2038,1109222038,run_10,Co60,black,S1,4.4,16,closed,4043.17,4043.2,500000,500000,0.4.5,standard,HE veto,,,
xe100_110922_2236,1109222236,run_10,Co60,black,S1,4.4,16,closed,4039.29,4039.3,500000,500000,0.4.5,standard,HE veto,,,
xe100_110923_0919,1109230919,run_10,Background,other,S1,4.4,16,closed,31.33,31.3,3326,72,0.4.5,,blinded background data,,,
xe100_110923_1007,1109231007,run_10,Background,other,S1,4,16,closed,92.6497,92.6,8940,8940,0.4.5,,test: looking for cathod noise,,,
xe100_110923_1340,1109231340,run_10,Background,other,S1,4,16,closed,6816.83,6816.8,674429,675000,0.4.5,,Strong e/m noise signal @ 100Hz,,,
xe100_110923_1545,1109231545,run_10,Background,other,S1,4.4,16,closed,14211.9,13350.4,1609289,1516412,0.4.4,,Strong e/m noise signal @ 100Hz,,,
xe100_110926_1537,1109261537,run_10,Background,other,S1,,16,closed,112.662,112.7,12422,12422,0.4.5,,test bg when HV and PMTs are off,,,
xe100_110927_1949,1109271949,run_10,Cs137,red,S1,4.4,16,closed,776.241,776.2,50000,50000,0.4.5,standard,,,,
