Name,Number,Source,Position,Trigger,Anode,Cathode,Shield,Livetime,Corrected Livetime,Events,Corrected Events,Processed,Category,Comment
xe100_140515_2142,1405152142,Background,other,S1,,14,closed,7.05248,,1923,,,,Study cathode problem when 10Hz noise at 14kV. No anode. Wrong recirculation flow at 4.75slpm
xe100_140515_2207,1405152207,Background,other,S1,,14,closed,41.198,,9683,,,,Study cathode problem when 10Hz noise at 14kV. No anode. Wrong recirculation flow at 4.75slpm
xe100_140516_0718,1405160718,Background,other,S1,,14,closed,3503.73,,19548,,,,Study cathode problem when 10Hz noise at 14kV. No anode. Wrong recirculation flow at 4.75slpm
xe100_140516_1013,1405161013,Background,other,S1,,14,closed,239.952,240,33334,33334,0.4.5,,Study cathode problem when 10Hz noise at 14kV. No anode. Wrong recirculation flow at 4.75slpm
xe100_140516_1211,1405161211,Background,other,S1,,8,closed,162.281,162.3,202,202,0.4.5,,Study cathode problem. Rate seems ok 1Hz. No anode. Wrong recirculation flow at 4.75slpm
xe100_140516_1227,1405161227,Background,other,S1,,12,closed,151.468,151.5,216,216,0.4.5,,Study cathode problem. Rate seems ok 1Hz. No anode. Wrong recirculation flow at 4.75slpm
xe100_140516_1241,1405161241,Background,other,S1,,14,closed,138.2,138.2,208,208,0.4.5,,Study cathode problem. Rate seems ok 1Hz. No anode. Wrong recirculation flow at 4.75slpm
xe100_140516_1259,1405161259,Background,other,S1,,15,closed,540.942,540.9,13575,13575,0.4.5,,Study cathode problem. Rate is ok only at the start (then cathode spark problem). No anode. Wrong recirculation flow at 4.75slpm
xe100_140516_1340,1405161340,Cs137,red,S1,4.4,11,closed,684.071,,50000,,,,"Low cathode, hairy events problem on top of source rate. Wrong recirculation flow at 4.75slpm"
xe100_140516_1725,1405161725,Cs137,red,S1,4.4,12,closed,780.33,780.3,50000,50000,0.4.5,,"Low cathode, still some crowdy events"
xe100_140516_2022,1405162022,Background,other,S1,4.4,12,closed,46067.8,46067.8,111149,111149,0.4.5,,Low cathode. Monitor rate evolution
xe100_140517_0920,1405170920,Background,other,S1,4.4,12,closed,47148.9,46248.2,169545,131399,0.4.5,,Low cathode. Monitor rate evolution
xe100_140517_2238,1405172238,Background,other,S1,4.4,12,closed,45361.3,42717.1,200000,129608,0.4.5,,Low cathode. Monitor rate evolution
xe100_140518_1454,1405181454,Background,other,S1,4.4,12,closed,36902.2,36902.2,38098,38098,0.4.5,,Low cathode. Monitor rate evolution
xe100_140519_0108,1405190108,Background,other,S1,4.4,12,closed,31558.7,31558.7,26141,26141,0.4.5,,Low cathode. Rate seems back to normal.
xe100_140519_0956,1405190956,LED,other,EXT,4.4,12,closed,1037.28,,100000,,,,"F1 4.70V, F2 4.85V, width 4usi, First LED dataset of run_14"
xe100_140519_1022,1405191022,Cs137,red,S1,4.4,12,closed,2011.23,2011.2,50000,50000,0.4.5,,Low cathode
xe100_140519_1732,1405191732,Background,other,S1,4.4,14,closed,60345.3,59439.6,74544,73830,0.4.5,,
xe100_140520_1032,1405201032,Cs137,red,S1,4.4,14,closed,2030.44,2030.4,50000,50000,0.4.5,,
xe100_140520_1301,1405201301,Background,other,S1,4.4,15,closed,2336.66,2336.7,62750,62750,0.4.5,,
xe100_140522_1751,1405221751,Cs137,red,S1,4.4,11,closed,1967.74,1967.7,50000,50000,0.4.5,,
xe100_140522_1849,1405221849,Background,other,S1,4.4,11,closed,53398.7,,105072,,,,
xe100_140523_1731,1405231731,Cs137,red,S1,4.4,8.5,closed,1996.61,1996.6,50000,50000,0.4.5,,Low cathode
xe100_140524_2209,1405242209,Background,other,S1,4.4,8.5,closed,72089.9,,66161,,,,Low cathode
xe100_140525_1810,1405251810,Background,other,S1,4.4,8.5,closed,57719.7,,53422,,,,Low cathode
xe100_140526_1012,1405261012,Cs137,red,S1,4.4,8.5,closed,1984.11,1984.1,50000,50000,0.4.5,,Low cathode
xe100_140526_1215,1405261215,Background,other,S1,4.4,10,closed,12548.6,,11737,,,,Low cathode
xe100_140526_1550,1405261550,LED,other,EXT,4.4,10,closed,1071.7,,100000,,,,"F1 4.70V, F2 4.85V, width 4usi, First LED dataset of run_14"
xe100_140526_1633,1405261633,Cs137,red,S1,4.4,10,closed,1000.26,1000.3,50000,50000,0.4.5,,Low cathode
xe100_140526_2210,1405262210,Background,other,S1,4.4,10,closed,45137.5,45137.5,95221,95000,0.4.5,,Low cathode
xe100_140527_1827,1405271827,Cs137,red,S1,4.4,10,closed,727.898,727.9,50000,50000,0.4.5,,Low cathode
xe100_140605_0936,1406050936,LED,other,EXT,4.4,10,closed,1012.56,,100000,,,,"F1 4.70V, F2 4.85V, width 4usi, First LED dataset of run_14"
xe100_140605_1002,1406051002,Cs137,red,S1,4.4,12,closed,956.111,956.1,50000,50000,0.4.5,,Low cathode
xe100_140606_1100,1406061100,Cs137,red,S1,4.4,13.5,closed,721.161,721.2,50000,50000,0.4.5,,Low cathode
xe100_140608_1203,1406081203,Cs137,red,S1,4.4,14,closed,648.393,648.4,50000,50000,0.4.5,,Low cathode
xe100_140609_1340,1406091340,Cs137,red,S1,4.4,14,closed,608.85,608.9,50000,50000,0.4.5,,Low cathode
xe100_140609_1413,1406091413,LED,other,EXT,4.4,14,closed,1078.29,,100000,,,,"F1 4.70V, F2 4.85V, width 4usi, First LED dataset of run_14"
xe100_140609_1727,1406091727,Background,other,S1,4.4,14,closed,75970.6,75417.8,272354,270105,0.4.5,,To check ~5Hz trigger rate
xe100_140611_1618,1406111618,Cs137,red,S1,4.4,14,closed,587.197,587.2,50000,50000,0.4.5,,
xe100_140612_1512,1406121512,Cs137,red,S1,4.4,14,closed,552.713,552.7,50000,50000,0.4.5,,
xe100_140613_1546,1406131546,Cs137,red,S1,4.4,14,closed,0.905123,0.9,100,100,0.4.5,,Anode voltage scanning
xe100_140613_1548,1406131548,Cs137,red,S1,4.3,14,closed,1.23891,1.2,100,100,0.4.5,,Anode voltage scanning
xe100_140613_1549,1406131549,Cs137,red,S1,4.1,14,closed,1.38453,1.4,100,100,0.4.5,,Anode voltage scanning
xe100_140613_1551,1406131551,Cs137,red,S1,3.8,14,closed,1.37082,1.4,100,100,0.4.5,,Anode voltage scanning
xe100_140613_1552,1406131552,Cs137,red,S1,3.6,14,closed,2.20358,2.2,100,100,0.4.5,,Anode voltage scanning
xe100_140613_1553,1406131553,Cs137,red,S1,3.5,14,closed,2.16786,2.2,100,100,0.4.5,,Anode voltage scanning
xe100_140613_1557,1406131557,Cs137,red,S1,3.4,14,closed,2.2175,2.2,100,100,0.4.5,,Anode voltage scanning
xe100_140613_1558,1406131558,Cs137,red,S1,3.2,14,closed,2.71117,2.7,100,100,0.4.5,,Anode voltage scanning
xe100_140613_1559,1406131559,Cs137,red,S1,3,14,closed,3.47265,3.5,100,100,0.4.5,,Anode voltage scanning
xe100_140613_1604,1406131604,Cs137,red,S1,2.8,14,closed,3.34734,3.3,100,100,0.4.5,,Anode voltage scanning
xe100_140613_1605,1406131605,Cs137,red,S1,2.6,14,closed,3.10869,3.1,100,100,0.4.5,,Anode voltage scanning
xe100_140613_1606,1406131606,Cs137,red,S1,2.5,14,closed,4.71937,4.7,100,100,0.4.5,,Anode voltage scanning
xe100_140613_1612,1406131612,Cs137,red,S1,2.3,14,closed,4.01549,4,100,100,0.4.5,,Anode voltage scanning
xe100_140613_1613,1406131613,Cs137,red,S1,2.1,14,closed,3.75401,3.8,100,100,0.4.5,,Anode voltage scanning
xe100_140613_1614,1406131614,Cs137,red,S1,2,14,closed,4.1549,4.2,100,100,0.4.5,,Anode voltage scanning
xe100_140613_1643,1406131643,Cs137,red,S1,4.4,14,closed,580.187,580.2,50000,50000,0.4.5,,
xe100_140616_1439,1406161439,Background,other,S1,4.4,10,closed,8648.01,,31882,,,,
xe100_140616_1724,1406161724,LED,other,EXT,4.4,10,closed,1002.68,,100000,,,,"F1 4.70V, F2 4.85V, width 4usi, First LED dataset of run_14"
xe100_140616_1748,1406161748,Cs137,black,S1,4.4,10,closed,732.566,732.6,50000,50000,0.4.5,,
xe100_140617_1115,1406171115,Cs137,black,S1,4.4,10,closed,684.399,684.4,50000,50000,0.4.5,,
xe100_140620_1513,1406201513,Cs137,red,S1,4.4,10,closed,493.764,493.8,50000,50000,0.4.5,,After three days off for cathode
xe100_140623_1143,1406231143,LED,other,EXT,,,closed,982.004,,100000,,,,"F1 4.75V, F2 4.85V, width 4usi, First LED dataset of run_14"
xe100_140623_1204,1406231204,LED,other,EXT,,,closed,1038.53,,100000,,,,"F1 4.70V, F2 4.90V, width 4usi, First LED dataset of run_14"
xe100_140625_1209,1406251209,Cs137,red,S1,4.4,9.5,closed,513.894,513.9,50000,50000,0.4.5,,after ramping up cathode from 7.5 to 9.5
xe100_140707_1756,1407071756,Cs137,red,S1,4.4,8.5,closed,1978.17,1978.2,50196,50196,0.4.5,,First cathode ramp up after the UPS problem
xe100_140711_1755,1407111755,Cs137,red,S1,4.4,14,closed,2869.84,2869.8,75000,75000,0.4.5,,Finally at 14 kV after a long time thanks to NYUAD guys
xe100_140711_1901,1407111901,Background,other,S1,4.4,14,closed,89221.9,89221.9,65068,65068,0.4.5,,
xe100_140712_1943,1407121943,Background,other,S1,4.4,14,closed,143073,143073,105309,105309,0.4.5,,
xe100_140714_1128,1407141128,LED,other,EXT,,,closed,1005.54,,100000,,,,"F1 4.70V, F2 4.85V, width 4usi, First LED dataset of run_14"
xe100_140714_1157,1407141157,Cs137,red,S1,4.4,14,closed,1938.44,1938.4,50000,50000,0.4.5,,First Cs137 Data after LED calibration
xe100_140715_0030,1407150030,Th232,around,S1,4.4,14,closed,994.644,994.6,45939,48000,0.4.5,,Second Th run after stop at 250000 evts
xe100_140715_0826,1407150826,Th232,around,S1,4.4,14,closed,5428.49,5428.5,250000,250000,0.4.5,,
xe100_140715_1108,1407151108,Th232,around,S1,4.4,14,closed,5448.19,5448.2,250000,250000,0.4.5,,
xe100_140715_1401,1407151401,Th232,around,S1,4.4,14,closed,5210.78,5210.8,239574,239574,0.4.5,,
xe100_140715_1829,1407151829,YBe,other,S1,4.4,14,closed,55552.2,55552.2,263704,263704,0.4.5,,First YBe dataset - HE veto
xe100_140716_0957,1407160957,Cs137,red,S1,4.4,14,closed,1490.56,1490.6,50000,50000,0.4.5,,First Cs137 calibration with 88YBe
xe100_140716_1755,1407161755,YBe,other,S1,4.4,14,closed,66323.4,66323.4,247267,247267,0.4.5,,First YBe dataset - HE veto
xe100_140717_1219,1407171219,YBe,other,S1,4.4,14,closed,6539.07,6539.1,24629,24629,0.4.5,,YBe dataset - HE veto
xe100_140717_1412,1407171412,Th232,around,S1,4.4,14,closed,5314.36,5314.4,250000,250000,0.4.5,,88YBe inside shield
xe100_140717_1623,1407171623,Th232,around,S1,4.4,14,closed,5359.71,5359.7,250000,250000,0.4.5,,88YBe inside shield
xe100_140717_1841,1407171841,Th232,around,S1,4.4,14,closed,5373.7,5373.7,250000,250000,0.4.5,,88YBe inside shield
xe100_140717_2108,1407172108,YBe,other,S1,4.4,14,closed,48811,48811,180803,180803,0.4.5,,YBe dataset - HE veto
xe100_140718_1144,1407181144,YBe,other,S1,4.4,14,closed,90498.5,90498.5,333319,333319,0.4.5,,YBe dataset - HE veto
xe100_140719_1247,1407191247,YBe,other,S1,4.4,14,closed,78846.5,78846.5,288301,288301,0.4.5,,YBe dataset - HE veto
xe100_140720_1036,1407201036,YBe,other,S1,4.4,14,closed,86612.4,86612.4,314327,314327,0.4.5,,YBe dataset - HE veto
xe100_140721_1038,1407211038,Cs137,red,S1,4.4,14,closed,1510.36,1510.4,50000,50000,0.4.5,,88YBe inside shield
xe100_140721_1300,1407211300,YBe,other,S1,4.4,14,closed,76464.1,76464.1,277278,277278,0.4.5,,YBe dataset - HE veto
xe100_140722_1010,1407221010,YBe,other,S1,4.4,14,closed,87186.6,87186.6,307950,307950,0.4.5,,YBe dataset - HE veto
xe100_140723_1621,1407231621,LED,other,EXT,4.4,14,closed,1053.67,,100000,,,,"F1 4.70V, F2 4.85V, width 4usi, Check and set LED signal"
xe100_140723_1644,1407231644,LED,other,EXT,4.4,14,closed,1070.44,,100000,,,,"F1 4.60V, F2 4.85V, width 4usi, Check and set LED signal"
xe100_140723_1704,1407231704,LED,other,EXT,4.4,14,closed,1087.18,,100000,,,,"F1 4.50V, F2 4.85V, width 4usi, Check and set LED signal"
xe100_140723_1726,1407231726,YBe,other,S1,4.4,14,closed,56024.9,56024.9,195468,195468,0.4.5,,YBe dataset - HE veto
xe100_140724_0856,1407240856,YBe,other,S1,4.4,14,closed,31869.9,31869.9,110952,110952,0.4.5,,YBe dataset - HE veto
xe100_140724_1750,1407241750,Th232,around,S1,4.4,14,closed,5597.25,5597.2,250000,250000,0.4.5,,88YBe inside shield
xe100_140724_2009,1407242009,Th232,around,S1,4.4,14,closed,5638.23,5638.2,250000,250000,0.4.5,,88YBe inside shield
xe100_140724_2233,1407242233,Th232,around,S1,4.4,14,closed,5641.7,5641.7,250000,250000,0.4.5,,88YBe inside shield
xe100_140725_0059,1407250059,Th232,around,S1,4.4,14,closed,5637.17,5637.2,250000,250000,0.4.5,,88YBe inside shield
xe100_140725_0324,1407250324,Th232,around,S1,4.4,14,closed,5634.26,5634.3,250000,250000,0.4.5,,88YBe inside shield
xe100_140725_0547,1407250547,Th232,around,S1,4.4,14,closed,5652.39,5652.4,250000,250000,0.4.5,,88YBe inside shield
xe100_140725_0803,1407250803,Th232,around,S1,4.4,14,closed,5658.11,5658.1,250000,250000,0.4.5,,88YBe inside shield
xe100_140725_1049,1407251049,YBe,other,S1,4.4,14,closed,20908.5,20908.5,71008,71008,0.4.5,,YBe dataset - HE veto
xe100_140725_1653,1407251653,Co60,white,S1,4.4,14,closed,7594.87,7594.9,250000,250000,0.4.5,,YBe inside the shield
xe100_140725_1933,1407251933,Co60,white,S1,4.4,14,closed,7612.17,7612.2,250000,250000,0.4.5,,YBe inside the shield
xe100_140725_2219,1407252219,Co60,white,S1,4.4,14,closed,7671.95,7671.9,250000,250000,0.4.5,,YBe inside the shield
xe100_140726_0109,1407260109,Co60,white,S1,4.4,14,closed,7663.01,7663,250000,250000,0.4.5,,YBe inside the shield
xe100_140726_0359,1407260359,Co60,white,S1,4.4,14,closed,7722.41,7722.4,250000,250000,0.4.5,,YBe inside the shield
xe100_140726_0651,1407260651,Co60,white,S1,4.4,14,closed,7779.46,7779.5,250000,250000,0.4.5,,YBe inside the shield
xe100_140726_0943,1407260943,Co60,white,S1,4.4,14,closed,7717.79,7717.8,250000,250000,0.4.5,,YBe inside the shield
xe100_140726_1249,1407261249,YBe,other,S1,4.4,14,closed,79922.8,79922.8,270076,270076,0.4.5,,YBe dataset - HE veto
xe100_140727_1057,1407271057,YBe,other,S1,4.4,14,closed,97940.1,97940.1,329695,329695,0.4.5,,YBe dataset - HE veto
xe100_140728_1405,1407281405,LED,other,EXT,4.4,14,closed,1059.19,,100000,,,,"F1 4.60V, F2 4.85V, width 4usi"
xe100_140728_1431,1407281431,Cs137,red,S1,4.4,14,closed,1612.36,1612.4,50000,50000,0.4.5,,88YBe inside shield
xe100_140728_1507,1407281507,Co60,white,S1,4.4,14,closed,7614.22,7614.2,250000,250000,0.4.5,,YBe inside the shield
xe100_140728_1743,1407281743,Co60,white,S1,4.4,14,closed,7693.78,7693.8,250000,250000,0.4.5,,YBe inside the shield
xe100_140728_2022,1407282022,Co60,white,S1,4.4,14,closed,7668.75,7668.8,250000,250000,0.4.5,,YBe inside the shield
xe100_140728_2300,1407282300,Co60,white,S1,4.4,14,closed,7716.96,7717,250000,250000,0.4.5,,YBe inside the shield
xe100_140729_0138,1407290138,Co60,white,S1,4.4,14,closed,7671.93,7671.9,250000,250000,0.4.5,,YBe inside the shield
xe100_140729_0416,1407290416,Co60,white,S1,4.4,14,closed,7702.71,7702.7,250000,250000,0.4.5,,YBe inside the shield
xe100_140729_0703,1407290703,Co60,white,S1,4.4,14,closed,7712.94,7712.9,250000,250000,0.4.5,,YBe inside the shield
xe100_140729_0951,1407290951,Co60,white,S1,4.4,14,closed,7717.9,7717.9,250000,250000,0.4.5,,YBe inside the shield
xe100_140729_1241,1407291241,Co60,white,S1,4.4,14,closed,7736.45,7736.4,250000,250000,0.4.5,,YBe inside the shield
xe100_140729_1807,1407291807,YBe,other,S1,4.4,14,closed,65611.3,65611.3,222160,222160,0.4.5,,YBe dataset - HE veto
xe100_140730_1218,1407301218,YBe,other,S1,4.4,14,closed,81693.2,81693.2,276577,276577,0.4.5,,YBe dataset - HE veto
xe100_140731_1103,1407311103,Co60,white,S1,4.4,14,closed,7721.11,7721.1,250000,250000,0.4.5,,YBe inside the shield
xe100_140731_1344,1407311344,Co60,white,S1,4.4,14,closed,7761.42,7761.4,250000,250000,0.4.5,,YBe inside the shield
xe100_140731_1629,1407311629,Co60,white,S1,4.4,14,closed,7725.83,7725.8,250000,250000,0.4.5,,YBe inside the shield
xe100_140731_1917,1407311917,Co60,white,S1,4.4,14,closed,7792.82,7792.8,250000,250000,0.4.5,,YBe inside the shield
xe100_140731_2207,1407312207,Co60,white,S1,4.4,14,closed,7798.68,7798.7,250000,250000,0.4.5,,YBe inside the shield
xe100_140801_0057,1408010057,Co60,white,S1,4.4,14,closed,7811.67,7811.7,250000,250000,0.4.5,,YBe inside the shield
xe100_140801_0349,1408010349,Co60,white,S1,4.4,14,closed,7831.66,7831.7,250000,250000,0.4.5,,YBe inside the shield
xe100_140801_0645,1408010645,Co60,white,S1,4.4,14,closed,7817.18,7817.2,250000,250000,0.4.5,,YBe inside the shield
xe100_140801_0940,1408010940,Co60,white,S1,4.4,14,closed,4211.79,4211.8,133753,133753,0.4.5,,YBe inside the shield
xe100_140801_1510,1408011510,YBe,other,S1,4.4,14,closed,74536.1,74536.1,239242,239242,0.4.5,,YBe dataset - HE veto
xe100_140802_1159,1408021159,YBe,other,S1,4.4,14,closed,26.2049,26.2,92,92,0.4.5,,YBe dataset - HE veto
xe100_140802_1220,1408021220,YBe,other,S1,4.4,14,closed,81023.6,81023.6,261578,261578,0.4.5,,YBe dataset - HE veto
xe100_140803_1052,1408031052,YBe,other,S1,4.4,14,closed,84178.5,84178.5,274823,274823,0.4.5,,YBe dataset - HE veto
xe100_140804_1047,1408041047,LED,other,EXT,4.4,14,closed,1028.86,,100000,,,,"F1 4.60V, F2 4.85V, width 4usi"
xe100_140804_1113,1408041113,Cs137,red,S1,4.4,14,closed,2500.87,2500.9,76073,76000,0.4.5,,88YBe inside shield
xe100_140805_1126,1408051126,LED,other,EXT,4.4,14,closed,1040.01,,100000,,,,"F1 4.60V, F2 4.85V, width 4usi"
xe100_140805_1150,1408051150,Cs137,red,S1,4.4,14,closed,3876.58,3876.6,100000,100000,0.4.5,,88YBe inside shield NO deadtime correction
xe100_140805_1750,1408051750,YBe,other,S1,4.4,14,closed,60658.3,60658.3,202987,202987,0.4.5,,YBe dataset - HE veto - NO deadtime correction
xe100_140806_1042,1408061042,YBe,other,S1,4.4,14,closed,83840.8,83840.8,283221,283221,0.4.5,,YBe dataset - HE veto - NO deadtime correction
xe100_140807_1004,1408071004,Co60,white,S1,4.4,14,closed,9681.82,9681.8,250000,250000,0.4.5,,YBe inside the shield - NO deadtime correction
xe100_140807_1246,1408071246,Co60,white,S1,4.4,14,closed,10200.5,10200.5,250000,250000,0.4.5,,YBe inside the shield - NO deadtime correction
xe100_140807_1536,1408071536,Co60,white,S1,4.4,14,closed,10085.6,10085.6,250000,250000,0.4.5,,YBe inside the shield - NO deadtime correction
xe100_140807_1825,1408071825,Co60,white,S1,4.4,14,closed,10009.1,10009.1,250000,250000,0.4.5,,YBe inside the shield - NO deadtime correction
xe100_140807_2112,1408072112,Co60,white,S1,4.4,14,closed,9558,9558,250000,250000,0.4.5,,YBe inside the shield - NO deadtime correction
xe100_140807_2351,1408072351,Co60,white,S1,4.4,14,closed,10162,10162,250000,250000,0.4.5,,YBe inside the shield - NO deadtime correction
xe100_140808_0241,1408080241,Co60,white,S1,4.4,14,closed,10242.1,10242.1,250000,250000,0.4.5,,YBe inside the shield - NO deadtime correction
xe100_140808_0532,1408080532,Co60,white,S1,4.4,14,closed,10681.2,10681.2,250000,250000,0.4.5,,YBe inside the shield - NO deadtime correction
xe100_140808_0830,1408080830,Co60,white,S1,4.4,14,closed,10860.3,10860.3,250000,250000,0.4.5,,YBe inside the shield - NO deadtime correction
xe100_140808_1131,1408081131,Co60,white,S1,4.4,14,closed,10834.2,10834.2,250000,250000,0.4.5,,YBe inside the shield - NO deadtime correction
xe100_140808_1437,1408081437,Co60,white,S1,4.4,14,closed,10527.1,10527.1,250000,250000,0.4.5,,YBe inside the shield - NO deadtime correction
xe100_140808_1849,1408081849,YBe,other,S1,4.4,14,closed,59168.3,59168.3,192739,192739,0.4.5,,YBe dataset - HE veto - NO deadtime correction
xe100_140809_1221,1408091221,YBe,other,S1,4.4,14,closed,78042.4,78042.4,252500,252500,0.4.5,,YBe dataset - HE veto - NO deadtime correction
xe100_140810_1004,1408101004,YBe,other,S1,4.4,14,closed,83865.5,83865.5,271304,271304,0.4.5,,YBe dataset - HE veto - NO deadtime correction
xe100_140811_0931,1408110931,LED,other,EXT,4.4,14,closed,1021.26,,100000,,,,"F1 4.60V, F2 4.85V, width 4usi"
xe100_140811_1018,1408111018,Cs137,red,S1,4.4,14,closed,3705.73,3705.7,100000,100000,0.4.5,,YBe inside the shield - NO deadtime correction
xe100_140811_1132,1408111132,Co60,white,S1,4.4,14,closed,9068.55,9068.5,250000,250000,0.4.5,,YBe inside the shield - NO deadtime correction
xe100_140811_1403,1408111403,Co60,white,S1,4.4,14,closed,9318.96,9319,250000,250000,0.4.5,,YBe inside the shield - NO deadtime correction
xe100_140811_1639,1408111639,Co60,white,S1,4.4,14,closed,9756.53,9756.5,250000,250000,0.4.5,,YBe inside the shield - NO deadtime correction
xe100_140811_1952,1408111952,Co60,white,S1,4.4,14,closed,7298.17,7298.2,250000,250000,0.4.5,,YBe inside the shield
xe100_140811_2243,1408112243,Co60,white,S1,4.4,14,closed,7422.12,7422.1,250000,250000,0.4.5,,YBe inside the shield
xe100_140812_0136,1408120136,Co60,white,S1,4.4,14,closed,7392.06,7392.1,250000,250000,0.4.5,,YBe inside the shield
xe100_140812_0429,1408120429,Co60,white,S1,4.4,14,closed,7357.39,7357.4,250000,250000,0.4.5,,YBe inside the shield
xe100_140812_0730,1408120730,Co60,white,S1,4.4,14,closed,7534.34,7534.3,250000,250000,0.4.5,,YBe inside the shield
xe100_140812_1018,1408121018,Co60,white,S1,4.4,14,closed,6034.66,6034.7,199844,199844,0.4.5,,YBe inside the shield
xe100_140812_1258,1408121258,YBe,other,S1,4.4,14,closed,84523.2,84523.2,259210,259210,0.4.5,,YBe dataset - HE veto
xe100_140813_1222,1408131222,YBe,other,S1,4.4,14,closed,84185,84185,258182,258182,0.4.5,,YBe dataset - HE veto
xe100_140814_1202,1408141202,Cs137,red,S1,4.4,14,closed,3265.33,3265.3,100000,100000,0.4.5,,88YBe inside shield
xe100_140814_1321,1408141321,Co60,white,S1,4.4,14,closed,6726.62,6726.6,250000,250000,0.4.5,,YBe inside the shield
xe100_140814_1605,1408141605,Co60,white,S1,4.4,14,closed,7490.01,7490,250000,250000,0.4.5,,YBe inside the shield
xe100_140814_1906,1408141906,Co60,white,S1,4.4,14,closed,7583.56,7583.6,250000,250000,0.4.5,,YBe inside the shield
xe100_140814_2200,1408142200,Co60,white,S1,4.4,14,closed,7595.79,7595.8,250000,250000,0.4.5,,YBe inside the shield
xe100_140815_0100,1408150100,Co60,white,S1,4.4,14,closed,7602.62,7602.6,250000,250000,0.4.5,,YBe inside the shield
xe100_140815_0400,1408150400,Co60,white,S1,4.4,14,closed,7578.77,7578.8,250000,250000,0.4.5,,YBe inside the shield
xe100_140815_0653,1408150653,Co60,white,S1,4.4,14,closed,7606.58,7606.6,250000,250000,0.4.5,,YBe inside the shield
xe100_140815_0956,1408150956,Co60,white,S1,4.4,14,closed,5923.79,5923.8,195557,195557,0.4.5,,YBe inside the shield
xe100_140815_1233,1408151233,Co60,white,S1,4.4,14,closed,7585.91,7585.9,250000,250000,0.4.5,,YBe inside the shield
xe100_140815_1529,1408151529,Co60,white,S1,4.4,14,closed,7641.89,7641.9,250000,250000,0.4.5,,YBe inside the shield
xe100_140815_1839,1408151839,Co60,white,S1,4.4,14,closed,7555.77,7555.8,250000,250000,0.4.5,,YBe inside the shield
xe100_140815_2127,1408152127,Co60,white,S1,4.4,14,closed,7560.52,7560.5,250000,250000,0.4.5,,YBe inside the shield
xe100_140816_0030,1408160030,Co60,white,S1,4.4,14,closed,7609.76,7609.8,250000,250000,0.4.5,,YBe inside the shield
xe100_140816_0333,1408160333,Co60,white,S1,4.4,14,closed,7536.09,7536.1,250000,250000,0.4.5,,YBe inside the shield
xe100_140816_0630,1408160630,Co60,white,S1,4.4,14,closed,7586.6,7586.6,250000,250000,0.4.5,,YBe inside the shield
xe100_140816_0932,1408160932,Co60,white,S1,4.4,14,closed,7614.18,7614.2,250000,250000,0.4.5,,YBe inside the shield
xe100_140816_1241,1408161241,Co60,white,S1,4.4,14,closed,7495.13,7495.1,250000,250000,0.4.5,,YBe inside the shield
xe100_140816_1539,1408161539,Co60,white,S1,4.4,14,closed,7496.46,7496.5,250000,250000,0.4.5,,YBe inside the shield
xe100_140816_1831,1408161831,Co60,white,S1,4.4,14,closed,7527.36,7527.4,250000,250000,0.4.5,,YBe inside the shield
xe100_140816_2138,1408162138,Co60,white,S1,4.4,14,closed,7521.5,7521.5,250000,250000,0.4.5,,YBe inside the shield
xe100_140817_0039,1408170039,Co60,white,S1,4.4,14,closed,7486.89,7486.9,250000,250000,0.4.5,,YBe inside the shield
xe100_140817_0338,1408170338,Co60,white,S1,4.4,14,closed,4897.5,,163556,,,,YBe inside the shield - dataset NOT closed properly
xe100_140817_1149,1408171149,Co60,white,S1,4.4,14,closed,7472.23,7472.2,250000,250000,0.4.5,,YBe inside the shield
xe100_140817_1434,1408171434,Co60,white,S1,4.4,14,closed,7400.7,7400.7,250000,250000,0.4.5,,YBe inside the shield
xe100_140817_1729,1408171729,Co60,white,S1,4.4,14,closed,7419.31,7419.3,250000,250000,0.4.5,,YBe inside the shield
xe100_140817_2018,1408172018,Co60,white,S1,4.4,14,closed,7439.8,7439.8,250000,250000,0.4.5,,YBe inside the shield
xe100_140817_2313,1408172313,Co60,white,S1,4.4,14,closed,7463.28,7463.3,250000,250000,0.4.5,,YBe inside the shield
xe100_140818_0210,1408180210,Co60,white,S1,4.4,14,closed,7459.51,7459.5,250000,250000,0.4.5,,YBe inside the shield
xe100_140818_0507,1408180507,Co60,white,S1,4.4,14,closed,7511.35,7511.4,250000,250000,0.4.5,,YBe inside the shield
xe100_140818_0819,1408180819,Cs137,red,S1,4.4,14,closed,3269.44,3269.4,100000,100000,0.4.5,,88YBe inside shield
xe100_140818_0936,1408180936,LED,other,EXT,4.4,14,closed,1222.84,,100000,,,,"F1 4.60V, F2 4.85V, width 4usi"
xe100_140818_0958,1408180958,Co60,white,S1,4.4,14,closed,7476.96,7477,250000,250000,0.4.5,,YBe inside the shield
xe100_140818_1252,1408181252,Co60,white,S1,4.4,14,closed,7414.88,6844.3,250000,225964,0.4.5,,YBe inside the shield
xe100_140818_1610,1408181610,Co60,white,S1,4.4,14,closed,7471.6,7471.6,250000,250000,0.4.5,,YBe inside the shield
xe100_140818_1925,1408181925,Co60,white,S1,4.4,14,closed,7518.19,7518.2,250000,250000,0.4.5,,YBe inside the shield
xe100_140818_2232,1408182232,Co60,white,S1,4.4,14,closed,7599.67,7599.7,250000,250000,0.4.5,,YBe inside the shield
