Name,Number,Source,Position,Trigger,Anode,Cathode,Shield,Livetime,Corrected Livetime,Events,Corrected Events,Processed,Category,Comment
xe100_150518_1554,1505181554,LED,other,EXT,4.4,12,closed,31.8216,,54,,,,"Noise data, LED off, long window"
xe100_150518_1600,1505181600,LED,other,EXT,4.4,12,closed,59.6005,,100,,,,"Noise data, LED off, long window"
xe100_150518_1612,1505181612,Cs137,red,S1,4.4,12,closed,2016.89,2016.9,100000,100000,0.4.5,,88YBe inside shield/No HE veto
xe100_150518_1829,1505181829,Background,other,S1,4.4,12,closed,61217.5,61217.5,164972,164972,0.4.5,,
xe100_150519_1609,1505191609,Cs137,red,S1,4.4,12,closed,2033.03,2033,100000,100000,0.4.5,,88YBe inside shield/No HE veto
xe100_150519_1721,1505191721,Background,other,S1,4.4,12,closed,62674.5,60907.7,242800,237362,0.4.5,,
xe100_150520_1109,1505201109,Cs137,red,S1,4.4,12,closed,2071.62,2071.6,100000,100000,0.4.5,,88YBe inside shield/No HE veto
xe100_150520_1238,1505201238,Background,other,S1,4.4,12,closed,81725.2,81725.2,226719,226719,0.4.5,,
xe100_150521_1533,1505211533,Background,other,S1,4.4,12,closed,72041.2,72041.2,191127,191127,0.4.5,,
xe100_150522_1141,1505221141,Background,other,S1,4.4,12,closed,119769,119769,318216,318216,0.4.5,,
xe100_150523_2110,1505232110,Background,other,S1,4.4,12,closed,93584.3,93584.3,244755,244755,0.4.5,,
xe100_150524_2321,1505242321,Background,other,S1,4.4,12,closed,44200.3,44200.3,115602,115602,0.4.5,,
xe100_150525_1217,1505251217,LED,other,EXT,4.4,12,closed,1038.54,,100000,,,,"first one after DAQ test - F1 4.60V, F2 4.85V, width 4usi"
xe100_150525_1247,1505251247,Cs137,red,S1,4.4,12,closed,2013.61,2013.6,100000,100000,0.4.5,,88YBe inside shield/No HE veto
xe100_150525_1756,1505251756,Background,other,S1,4.4,12,closed,82905.5,82905.5,220536,220536,0.4.5,,
xe100_150526_1708,1505261708,Background,other,S1,4.4,12,closed,80664.4,80664.4,209916,209916,0.4.5,,
xe100_150527_1542,1505271542,Background,other,S1,4.4,12,closed,83575.1,,220858,,,,
xe100_150528_1541,1505281541,Rn220,other,S1,4.4,12,closed,3318.44,3318.4,9074,9074,0.4.5,,Thoriated Rods
xe100_150528_1641,1505281641,Rn220,other,S1,4.4,12,closed,1323.36,1323.4,3376,3376,0.4.5,,Thoriated Rods
xe100_150528_1703,1505281703,Rn220,other,S1,4.4,12,closed,17.1532,17.2,36,36,0.4.5,,Thoriated Rods
xe100_150528_1706,1505281706,Rn220,other,S1,4.4,12,closed,66285.8,66285.8,176453,176453,0.4.5,,Thoriated Rods
xe100_150529_1431,1505291431,Cs137,red,S1,4.4,12,closed,1981.45,1981.5,100000,100000,0.4.5,,88YBe inside shield/No HE veto/First After using Welding Rods
xe100_150529_1617,1505291617,Rn220,other,S1,4.4,12,closed,159140,159140,415820,415820,0.4.5,,Thoriated Rods
xe100_150531_1249,1505311249,Rn220,other,S1,4.4,12,closed,84112.1,84112.1,217288,217288,0.4.5,,Thoriated Rods
xe100_150601_1416,1506011416,LED,other,EXT,4.4,12,closed,1052.79,,100000,,,,First one after using Thoriated Rods
xe100_150601_1441,1506011441,Cs137,red,S1,4.4,12,closed,1981.49,1981.5,100000,100000,0.4.5,,88YBe inside shield/No HE veto
xe100_150601_1712,1506011712,Rn220,other,S1,4.4,12,closed,80409.1,80409.1,205165,205165,0.4.5,,Thoriated Rods
xe100_150602_1540,1506021540,Rn220,other,S1,4.4,12,closed,86737.2,86737.2,221302,221302,0.4.5,,Thoriated Rods
xe100_150603_1553,1506031553,Rn220,other,S1,4.4,12,closed,67947.3,67947.3,173012,173012,0.4.5,,Thoriated Rods
xe100_150604_1134,1506041134,Cs137,red,S1,4.4,12,closed,2018.73,2018.7,100000,100000,0.4.5,,88YBe inside shield/No HE veto
xe100_150604_1243,1506041243,Rn220,other,S1,4.4,12,closed,182786,182786,473933,473933,0.4.5,,Thoriated Rods
xe100_150606_1549,1506061549,Rn220,other,S1,4.4,12,closed,96525.2,96525.2,251820,251820,0.4.5,,Thoriated Rods
xe100_150607_1850,1506071850,Rn220,other,S1,4.4,12,closed,80579.1,80579.1,207903,207903,0.4.5,,Thoriated Rods
xe100_150608_1722,1506081722,Rn220,other,S1,4.4,12,closed,69961.1,69961.1,175669,175669,0.4.5,,Thoriated Rods
xe100_150609_1302,1506091302,LED,other,EXT,4.4,12,closed,1084.49,,100000,,,,First one after using Thoriated Rods
xe100_150609_1330,1506091330,Rn220,other,S1,4.4,12,closed,69315.4,69315.4,174192,174192,0.4.5,,Thoriated Rods
xe100_150610_0904,1506100904,Cs137,red,S1,4.4,12,closed,1514.55,1514.5,74756,100000,0.4.5,,
xe100_150610_1004,1506101004,Rn220,other,S1,4.4,12,closed,104495,104495,263490,263490,0.4.5,,Thoriated Rods
xe100_150611_1525,1506111525,Rn220,other,S1,4.4,12,closed,74106,74106,183149,183149,0.4.5,,Thoriated Rods
xe100_150612_1215,1506121215,Cs137,red,S1,4.4,12,closed,2142.56,2142.6,100000,100000,0.4.5,,
xe100_150612_1330,1506121330,Rn220,other,S1,4.4,12,closed,83607.7,83607.7,213924,213924,0.4.5,,Thoriated Rods
xe100_150613_1302,1506131302,Background,other,S1,4.4,12,closed,87279.7,87279.7,214032,214032,0.4.5,,Thoriated Rods Bypassed
xe100_150614_1326,1506141326,Cs137,red,S1,4.4,12,closed,2052.27,2052.3,100000,100000,0.4.5,,
xe100_150614_1418,1506141418,Background,other,S1,4.4,12,closed,74144.2,74144.2,183061,183061,0.4.5,,Thoriated Rods Bypassed
xe100_150615_1102,1506151102,LED,other,EXT,4.4,12,closed,1025.12,,100000,,,,First one after using Thoriated Rods
xe100_150615_1452,1506151452,Background,other,S1,4.4,12,closed,76779.7,76779.7,181551,181551,0.4.5,,Thoriated Rods Bypassed
xe100_150616_1742,1506161742,Background,other,S1,4.4,12,closed,79976.7,79976.7,195684,195684,0.4.5,,Thoriated Rods Bypassed
xe100_150617_1604,1506171604,Rn220,other,S1,4.4,12,closed,21816.3,21321.6,1039170,1018374,0.4.5,,Rn220 40kBq
xe100_150618_1532,1506181532,Rn220,other,S1,4.4,12,closed,339.578,339.6,24062,24000,0.4.5,,"Rn source Bypassed, DAQ synchronization warnings"
xe100_150618_1559,1506181559,Rn220,other,S1,4.4,12,closed,425.378,425.4,29640,29640,0.4.5,,"Rn source Bypassed, DAQ synchronization warnings"
xe100_150618_1735,1506181735,Rn220,other,S1,4.4,12,closed,1637.92,1637.9,100000,100000,0.4.5,,Rn source Bypassed
xe100_150618_1926,1506181926,Rn220,other,S1,4.4,12,closed,1823.15,1823.2,100000,100000,0.4.5,,Rn source Bypassed
xe100_150618_2116,1506182116,Rn220,other,S1,4.4,12,closed,2029.26,2029.3,100000,100000,0.4.5,,Rn source Bypassed
xe100_150618_2306,1506182306,Rn220,other,S1,4.4,12,closed,2264.31,2264.3,100000,100000,0.4.5,,Rn source Bypassed
xe100_150619_0056,1506190056,Rn220,other,S1,4.4,12,closed,2509.61,2509.6,100000,100000,0.4.5,,Rn source Bypassed
xe100_150619_0247,1506190247,Rn220,other,S1,4.4,12,closed,2762.05,2762.1,100000,100000,0.4.5,,Rn source Bypassed
xe100_150619_0438,1506190438,Rn220,other,S1,4.4,12,closed,3049.33,3049.3,100000,100000,0.4.5,,Rn source Bypassed
xe100_150619_0628,1506190628,Rn220,other,S1,4.4,12,closed,3367.71,3367.7,100000,100000,0.4.5,,Rn source Bypassed
xe100_150619_0822,1506190822,Rn220,other,S1,4.4,12,closed,3659.36,3659.4,100000,100000,0.4.5,,Rn source Bypassed
xe100_150619_1009,1506191009,Rn220,other,S1,4.4,12,closed,3971.14,3971.1,100000,100000,0.4.5,,Rn source Bypassed
xe100_150619_1156,1506191156,Rn220,other,S1,4.4,12,closed,4303.23,4303.2,100000,100000,0.4.5,,Rn source Bypassed
xe100_150619_1343,1506191343,Rn220,other,S1,4.4,12,closed,1694.22,1694.2,36791,36791,0.4.5,,Rn source Bypassed
xe100_150619_1458,1506191458,Rn220,other,S1,4.4,12,closed,4972.15,4972.1,100000,100000,0.4.5,,Rn source Bypassed
xe100_150619_1647,1506191647,Rn220,other,S1,4.4,12,closed,5458.34,5458.3,100000,100000,0.4.5,,Rn source Bypassed
xe100_150619_1841,1506191841,Rn220,other,S1,4.4,12,closed,5983.32,5983.3,100000,100000,0.4.5,,Rn source Bypassed
xe100_150619_2041,1506192041,Rn220,other,S1,4.4,12,closed,6579.16,6579.2,100000,100000,0.4.5,,Rn source Bypassed
xe100_150619_2246,1506192246,Rn220,other,S1,4.4,12,closed,7282.01,7282,100000,100000,0.4.5,,Rn source Bypassed
xe100_150620_0101,1506200101,Rn220,other,S1,4.4,12,closed,8122.28,8122.3,100000,100000,0.4.5,,Rn source Bypassed
xe100_150620_0327,1506200327,Rn220,other,S1,4.4,12,closed,9216.03,9216,100000,100000,0.4.5,,Rn source Bypassed
xe100_150620_0610,1506200610,Rn220,other,S1,4.4,12,closed,10525.8,10525.8,100000,100000,0.4.5,,Rn source Bypassed
xe100_150620_0913,1506200913,Rn220,other,S1,4.4,12,closed,12288.9,12288.9,100000,100000,0.4.5,,Rn source Bypassed
xe100_150620_1244,1506201244,Rn220,other,S1,4.4,12,closed,14800.1,14800.1,100000,100000,0.4.5,,Rn source Bypassed
xe100_150620_1656,1506201656,Rn220,other,S1,4.4,12,closed,17522.1,17522.1,100000,100000,0.4.5,,Rn source Bypassed
xe100_150620_2153,1506202153,Rn220,other,S1,4.4,12,closed,20910.3,20910.3,100000,100000,0.4.5,,Rn source Bypassed
xe100_150621_0346,1506210346,Rn220,other,S1,4.4,12,closed,25327.2,25327.2,100000,100000,0.4.5,,Rn source Bypassed
xe100_150621_1051,1506211051,Rn220,other,S1,4.4,12,closed,4968.97,4969,17714,17714,0.4.5,,Rn source Bypassed
xe100_150621_1217,1506211217,Cs137,red,S1,4.4,12,closed,2038.31,2038.3,100000,100000,0.4.5,,
xe100_150621_1550,1506211550,Background,other,S1,4.4,12,closed,71984.3,71984.3,209458,209458,0.4.5,,Rn source Bypassed
xe100_150622_1157,1506221157,LED,other,EXT,4.4,12,closed,1045.91,,100000,,,,
xe100_150622_1230,1506221230,Background,other,S1,4.4,12,closed,79202.3,79202.3,203694,203694,0.4.5,,Rn source Bypassed
xe100_150623_1053,1506231053,Rn220,other,S1,4.4,12,closed,86681.9,86681.9,214962,214962,0.4.5,,Rn220 40kBq diffusion mode
xe100_150624_1129,1506241129,Rn220,other,S1,4.4,12,closed,17111.1,17111.1,45793,45793,0.4.5,,"Rn220 40kBq , spikes mode"
xe100_150624_1618,1506241618,Rn220,other,S1,4.4,12,closed,16685.3,16685.3,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 20 mins"
xe100_150624_2106,1506242106,Rn220,other,S1,4.4,12,closed,19970.2,19970.2,100000,100000,0.4.5,,Rn source Bypassed
xe100_150625_0243,1506250243,Rn220,other,S1,4.4,12,closed,24538.2,24538.2,100000,100000,0.4.5,,Rn source Bypassed
xe100_150625_0936,1506250936,Rn220,other,S1,4.4,12,closed,15419.4,15419.4,56709,56709,0.4.5,,Rn source Bypassed
xe100_150625_1400,1506251400,Rn220,other,S1,4.4,12,closed,10458.5,10458.5,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 40 mins"
xe100_150625_1715,1506251715,Rn220,other,S1,4.4,12,closed,11622.4,11622.4,100000,100000,0.4.5,,Rn source Bypassed
xe100_150625_2036,1506252036,Rn220,other,S1,4.4,12,closed,13626.4,13626.4,100000,100000,0.4.5,,Rn source Bypassed
xe100_150626_0029,1506260029,Rn220,other,S1,4.4,12,closed,16547.3,16547.3,100000,100000,0.4.5,,Rn source Bypassed
xe100_150626_0511,1506260511,Rn220,other,S1,4.4,12,closed,17085.2,17085.2,87258,87258,0.4.5,,Rn source Bypassed
xe100_150626_1006,1506261006,Cs137,red,S1,4.4,12,closed,1978.24,1978.2,100000,100000,0.4.5,,
xe100_150626_1129,1506261129,Background,other,S1,4.4,12,closed,80409.9,80409.9,271897,271897,0.4.5,,Rn source Bypassed
xe100_150627_1001,1506271001,Background,other,S1,4.4,12,closed,85636.7,85636.7,222205,222205,0.4.5,,Rn source Bypassed
xe100_150628_0957,1506280957,Background,other,S1,4.4,12,closed,90676.8,90676.8,221333,221333,0.4.5,,Rn source Bypassed
xe100_150629_1123,1506291123,LED,other,EXT,4.4,12,closed,1043.77,,100000,,,,
xe100_150629_1156,1506291156,Cs137,red,S1,4.4,12,closed,2051.74,2051.7,100000,100000,0.4.5,,
xe100_150629_1813,1506291813,Rn220,other,S1,4.4,12,closed,10144.7,10144.7,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 40 mins"
xe100_150629_2124,1506292124,Rn220,other,S1,4.4,12,closed,11397.7,11397.7,100000,100000,0.4.5,,Rn source Bypassed
xe100_150630_0042,1506300042,Rn220,other,S1,4.4,12,closed,13300.6,13300.6,100000,100000,0.4.5,,Rn source Bypassed
xe100_150630_0431,1506300431,Rn220,other,S1,4.4,12,closed,16130,16130,100000,100000,0.4.5,,Rn source Bypassed
xe100_150630_0905,1506300905,Rn220,other,S1,4.4,12,closed,9925.89,9925.9,52657,52657,0.4.5,,Rn source Bypassed
xe100_150630_1204,1506301204,Th232,around,S1,4.4,12,closed,1973.53,1973.5,250000,250000,0.4.5,,High DAQ rate
xe100_150630_1248,1506301248,Th232,around,S1,4.4,12,closed,1989.03,1989,250000,250000,0.4.5,,High DAQ rate
xe100_150630_1334,1506301334,Th232,around,S1,4.4,12,closed,2016.55,2016.5,250000,250000,0.4.5,,High DAQ rate
xe100_150630_1421,1506301421,Th232,around,S1,4.4,12,closed,2003.34,2003.3,250000,250000,0.4.5,,High DAQ rate
xe100_150630_1506,1506301506,Th232,around,S1,4.4,12,closed,2019.74,2019.7,250000,250000,0.4.5,,High DAQ rate
xe100_150630_1553,1506301553,Th232,around,S1,4.4,12,closed,2024.99,2025,250000,250000,0.4.5,,High DAQ rate
xe100_150630_1640,1506301640,Th232,around,S1,4.4,12,closed,2038.25,2038.2,250000,250000,0.4.5,,High DAQ rate
xe100_150630_1729,1506301729,Th232,around,S1,4.4,12,closed,2034.4,2034.4,250000,250000,0.4.5,,High DAQ rate
xe100_150630_1817,1506301817,Th232,around,S1,4.4,12,closed,2015.33,2015.3,246974,246974,0.4.5,,High DAQ rate
xe100_150630_1941,1506301941,Th232,around,S1,4.4,12,closed,2039.13,2039.1,250000,250000,0.4.5,,High DAQ rate
xe100_150630_2028,1506302028,Th232,around,S1,4.4,12,closed,2033.14,2033.1,250000,250000,0.4.5,,High DAQ rate
xe100_150630_2117,1506302117,Th232,around,S1,4.4,12,closed,2056.05,2056.1,250000,250000,0.4.5,,High DAQ rate
xe100_150630_2208,1506302208,Th232,around,S1,4.4,12,closed,2041.83,2041.8,250000,250000,0.4.5,,High DAQ rate
xe100_150630_2257,1506302257,Th232,around,S1,4.4,12,closed,2057.02,2057,250000,250000,0.4.5,,High DAQ rate
xe100_150630_2346,1506302346,Th232,around,S1,4.4,12,closed,2054.7,2054.7,250000,250000,0.4.5,,High DAQ rate
xe100_150701_0034,1507010034,Th232,around,S1,4.4,12,closed,2067.87,2067.9,250000,250000,0.4.5,,High DAQ rate
xe100_150701_0124,1507010124,Th232,around,S1,4.4,12,closed,2034.18,2034.2,250000,250000,0.4.5,,High DAQ rate
xe100_150701_0212,1507010212,Th232,around,S1,4.4,12,closed,2032.82,2032.8,250000,250000,0.4.5,,High DAQ rate
xe100_150701_0258,1507010258,Th232,around,S1,4.4,12,closed,2049.43,2049.4,250000,250000,0.4.5,,High DAQ rate
xe100_150701_0346,1507010346,Th232,around,S1,4.4,12,closed,2039.16,2039.2,250000,250000,0.4.5,,High DAQ rate
xe100_150701_0434,1507010434,Th232,around,S1,4.4,12,closed,2048.83,2048.8,250000,250000,0.4.5,,High DAQ rate
xe100_150701_0523,1507010523,Th232,around,S1,4.4,12,closed,2042.33,2042.3,250000,250000,0.4.5,,High DAQ rate
xe100_150701_0611,1507010611,Th232,around,S1,4.4,12,closed,2041.27,2041.3,250000,250000,0.4.5,,High DAQ rate
xe100_150701_0700,1507010700,Th232,around,S1,4.4,12,closed,2049.62,2049.6,250000,250000,0.4.5,,High DAQ rate
xe100_150701_0747,1507010747,Th232,around,S1,4.4,12,closed,2057.06,2057.1,250000,250000,0.4.5,,High DAQ rate
xe100_150701_0836,1507010836,Th232,around,S1,4.4,12,closed,2050.91,2050.9,250000,250000,0.4.5,,High DAQ rate
xe100_150701_0924,1507010924,Th232,around,S1,4.4,12,closed,2056.31,2056.3,250000,250000,0.4.5,,High DAQ rate
xe100_150702_1722,1507021722,Cs137,red,S1,4.4,12,closed,2029.76,2029.8,100000,100000,0.4.5,,
xe100_150702_1810,1507021810,Rn220,other,S1,4.4,12,closed,2604.57,2604.6,41721,41721,0.4.5,,"Rn220 40kBq , pulse mode 1h"
xe100_150702_1919,1507021919,Rn220,other,S1,4.4,12,closed,7377.08,7377.1,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 1h"
xe100_150702_2141,1507022141,Rn220,other,S1,4.4,12,closed,7498.72,7498.7,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 1h"
xe100_150703_0000,1507030000,Rn220,other,S1,4.4,12,closed,8298.35,8298.4,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 1h"
xe100_150703_0231,1507030231,Rn220,other,S1,4.4,12,closed,9546.17,9546.2,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 1h"
xe100_150703_0519,1507030519,Rn220,other,S1,4.4,12,closed,11176.7,11176.7,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 1h"
xe100_150703_0833,1507030833,Rn220,other,S1,4.4,12,closed,13241.4,13241.4,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 1h"
xe100_150703_1220,1507031220,Rn220,other,S1,4.4,12,closed,16064.4,16064.4,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 1h"
xe100_150703_1652,1507031652,Rn220,other,S1,4.4,12,closed,19333.3,19333.3,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 1h"
xe100_150703_2219,1507032219,Rn220,other,S1,4.4,12,closed,23741.5,23741.5,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 1h"
xe100_150704_0458,1507040458,Rn220,other,S1,4.4,12,closed,24125,24125,84791,84791,0.4.5,,"Rn220 40kBq , pulse mode 1h"
xe100_150704_1143,1507041143,Rn220,other,S1,4.4,12,closed,9542.64,9542.6,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 40 min"
xe100_150704_1448,1507041448,Rn220,other,S1,4.4,12,closed,10646.3,10646.3,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 40 min"
xe100_150704_1754,1507041754,Rn220,other,S1,4.4,12,closed,12215.1,12215.1,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 40 min"
xe100_150704_2125,1507042125,Rn220,other,S1,4.4,12,closed,14733.3,14733.3,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 40 min"
xe100_150705_0137,1507050137,Rn220,other,S1,4.4,12,closed,17840.9,17840.9,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 40 min"
xe100_150705_1139,1507051139,Rn220,other,S1,4.4,12,closed,25859,25859,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 40 min"
xe100_150705_1853,1507051853,Rn220,other,S1,4.4,12,closed,30770.5,30770.5,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 40 min"
xe100_150706_0329,1507060329,Rn220,other,S1,4.4,12,closed,27601.1,27601.1,78884,78884,0.4.5,,"Rn220 40kBq , pulse mode 40 min"
xe100_150706_1121,1507061121,LED,other,EXT,4.4,12,closed,1041.82,,100000,,,,
xe100_150706_1157,1507061157,Cs137,red,S1,4.4,12,closed,2032.07,2032.1,100000,100000,0.4.5,,
xe100_150706_1238,1507061238,Rn220,other,S1,4.4,12,closed,11281.2,11281.2,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 40min"
xe100_150706_1605,1507061605,Rn220,other,S1,4.4,12,closed,12602.8,12602.8,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 40min"
xe100_150706_1942,1507061942,Rn220,other,S1,4.4,12,closed,14848.8,14848.8,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 40min"
xe100_150706_2356,1507062356,Rn220,other,S1,4.4,12,closed,18454.8,18454.8,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 40min"
xe100_150707_0508,1507070508,Rn220,other,S1,4.4,12,closed,22436.7,22436.7,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 40min"
xe100_150707_1126,1507071126,Rn220,other,S1,4.4,12,closed,832.609,832.6,3191,3000,0.4.5,,"Rn220 40kBq , pulse mode 40min"
xe100_150707_1150,1507071150,Rn220,other,S1,4.4,12,closed,4980.11,4980.1,100000,100000,0.4.5,,"Rn220 40kBq , 5h pulse-width"
xe100_150707_1419,1507071419,Rn220,other,S1,4.4,12,closed,2937.05,2937.1,100000,100000,0.4.5,,"Rn220 40kBq , 5h pulse-width"
xe100_150707_1630,1507071630,Rn220,other,S1,4.4,12,closed,2731.08,2731.1,100000,100000,0.4.5,,"Rn220 40kBq , 5h pulse-width"
xe100_150707_1833,1507071833,Rn220,other,S1,4.4,12,closed,3032.72,3032.7,100000,100000,0.4.5,,"Rn220 40kBq , 5h pulse-width"
xe100_150707_2036,1507072036,Rn220,other,S1,4.4,12,closed,3354.84,3354.8,100000,100000,0.4.5,,"Rn220 40kBq , 5h pulse-width"
xe100_150707_2241,1507072241,Rn220,other,S1,4.4,12,closed,3798.36,3798.4,100000,100000,0.4.5,,"Rn220 40kBq , 5h pulse-width"
xe100_150708_0052,1507080052,Rn220,other,S1,4.4,12,closed,4242.89,4242.9,100000,100000,0.4.5,,"Rn220 40kBq , 5h pulse-width"
xe100_150708_0302,1507080302,Rn220,other,S1,4.4,12,closed,4694.46,4694.5,100000,100000,0.4.5,,"Rn220 40kBq , 5h pulse-width"
xe100_150708_0511,1507080511,Rn220,other,S1,4.4,12,closed,5194.73,5194.7,100000,100000,0.4.5,,"Rn220 40kBq , 5h pulse-width"
xe100_150708_0717,1507080717,Rn220,other,S1,4.4,12,closed,5725.21,5725.2,100000,100000,0.4.5,,"Rn220 40kBq , 5h pulse-width"
xe100_150708_1113,1507081113,Rn220,other,S1,4.4,12,closed,4874.49,4874.5,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 20 m open, 20 m close"
xe100_150708_1330,1507081330,Rn220,other,S1,4.4,12,closed,5229.48,5229.5,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 20 m open, 20 m close"
xe100_150708_1535,1507081535,Rn220,other,S1,4.4,12,closed,4765.7,4765.7,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 20 m open, 20 m close"
xe100_150708_1743,1507081743,Rn220,other,S1,4.4,12,closed,2805.06,2805.1,54189,54189,0.4.5,,"Rn220 40kBq , pulse mode 20 m open, 20 m close"
xe100_150708_1859,1507081859,Th232,around,S1,4.4,12,closed,1926.91,1926.9,250000,250000,0.4.5,,
xe100_150708_1947,1507081947,Th232,around,S1,4.4,12,closed,1976.57,1976.6,250000,250000,0.4.5,,
xe100_150708_2040,1507082040,Th232,around,S1,4.4,12,closed,1992.47,1992.5,250000,250000,0.4.5,,
xe100_150708_2131,1507082131,Th232,around,S1,4.4,12,closed,1998.12,1998.1,250000,250000,0.4.5,,
xe100_150708_2226,1507082226,Th232,around,S1,4.4,12,closed,2006.2,2006.2,250000,250000,0.4.5,,
xe100_150708_2319,1507082319,Th232,around,S1,4.4,12,closed,2031.29,2031.3,250000,250000,0.4.5,,
xe100_150709_0013,1507090013,Th232,around,S1,4.4,12,closed,2051.22,2051.2,250000,250000,0.4.5,,
xe100_150709_0109,1507090109,Th232,around,S1,4.4,12,closed,2042.75,2042.8,250000,250000,0.4.5,,
xe100_150709_0204,1507090204,Th232,around,S1,4.4,12,closed,2069.62,2069.6,250000,250000,0.4.5,,
xe100_150709_0300,1507090300,Th232,around,S1,4.4,12,closed,2058.11,2058.1,250000,250000,0.4.5,,
xe100_150709_0355,1507090355,Th232,around,S1,4.4,12,closed,2070.49,2070.5,250000,250000,0.4.5,,
xe100_150709_0449,1507090449,Th232,around,S1,4.4,12,closed,2075.31,2075.3,250000,250000,0.4.5,,
xe100_150709_0545,1507090545,Th232,around,S1,4.4,12,closed,2075.67,2075.7,250000,250000,0.4.5,,
xe100_150709_0640,1507090640,Th232,around,S1,4.4,12,closed,2092.76,2092.8,250000,250000,0.4.5,,
xe100_150709_0735,1507090735,Th232,around,S1,4.4,12,closed,2079.34,2079.3,250000,250000,0.4.5,,
xe100_150709_0826,1507090826,Th232,around,S1,4.4,12,closed,2101.61,2101.6,250000,250000,0.4.5,,
xe100_150709_1135,1507091135,Rn220,other,S1,4.4,12,closed,6778.31,6778.3,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 20 m open, 20 m close"
xe100_150709_1411,1507091411,Rn220,other,S1,4.4,12,closed,6742,6742,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 20 m open, 20 m close"
xe100_150709_1624,1507091624,Rn220,other,S1,4.4,12,closed,4753.98,4754,100000,100000,0.4.5,,"Rn220 40kBq , pulse mode 20 m open, 20 m close"
xe100_150709_1837,1507091837,Rn220,other,S1,4.4,12,closed,2061.34,2061.3,39455,39455,0.4.5,,"Rn220 40kBq , pulse mode 20 m open, 20 m close"
xe100_150709_1940,1507091940,Th232,around,S1,4.4,12,closed,1994.08,1994.1,250000,250000,0.4.5,,
xe100_150709_2028,1507092028,Th232,around,S1,4.4,12,closed,2001.49,2001.5,250000,250000,0.4.5,,
xe100_150709_2118,1507092118,Th232,around,S1,4.4,12,closed,1997.94,1997.9,250000,250000,0.4.5,,
xe100_150709_2207,1507092207,Th232,around,S1,4.4,12,closed,2021.96,2022,250000,250000,0.4.5,,
xe100_150709_2301,1507092301,Th232,around,S1,4.4,12,closed,2043.02,2043,250000,250000,0.4.5,,
xe100_150709_2353,1507092353,Th232,around,S1,4.4,12,closed,2032.79,2032.8,250000,250000,0.4.5,,
xe100_150710_0043,1507100043,Th232,around,S1,4.4,12,closed,2029.95,2030,250000,250000,0.4.5,,
xe100_150710_0132,1507100132,Th232,around,S1,4.4,12,closed,2021.42,2021.4,250000,250000,0.4.5,,
xe100_150710_0221,1507100221,Th232,around,S1,4.4,12,closed,2040.39,2040.4,250000,250000,0.4.5,,
xe100_150710_0311,1507100311,Th232,around,S1,4.4,12,closed,2057.57,2057.6,250000,250000,0.4.5,,
xe100_150710_0403,1507100403,Th232,around,S1,4.4,12,closed,2067.98,2068,250000,250000,0.4.5,,
xe100_150710_0456,1507100456,Th232,around,S1,4.4,12,closed,2066.92,2066.9,250000,250000,0.4.5,,
xe100_150710_0549,1507100549,Th232,around,S1,4.4,12,closed,2067.57,2067.6,250000,250000,0.4.5,,
xe100_150710_0644,1507100644,Th232,around,S1,4.4,12,closed,2065.76,2065.8,250000,250000,0.4.5,,
xe100_150710_0737,1507100737,Th232,around,S1,4.4,12,closed,2074.66,2074.7,250000,250000,0.4.5,,
xe100_150710_0831,1507100831,Th232,around,S1,4.4,12,closed,2107.03,2107,250000,250000,0.4.5,,
xe100_150710_0925,1507100925,Th232,around,S1,4.4,12,closed,2076.32,2076.3,250000,250000,0.4.5,,
xe100_150710_1017,1507101017,Th232,around,S1,4.4,12,closed,2056.07,2056.1,250000,250000,0.4.5,,
xe100_150710_1109,1507101109,Th232,around,S1,4.4,12,closed,2079.93,2079.9,250000,250000,0.4.5,,
